,Depth CSF-B (m),NGR total counts (cps)
1154,88.8,30.686
1155,88.9,41.412
1156,89.0,49.533
1157,89.1,49.831
1158,89.2,51.838
1159,89.3,53.623999999999995
1160,89.4,57.431000000000004
1161,89.5,58.138999999999996
1162,89.6,57.68899999999999
1163,89.7,63.196000000000005
1164,89.8,61.603
1165,89.9,58.476000000000006
1166,90.0,59.07899999999999
1167,90.1,58.43600000000001
1168,90.2,54.56399999999999
1169,90.2,56.9
1170,90.3,53.577
1171,90.4,55.159
1172,90.5,55.54600000000001
1173,90.6,53.201
1174,90.7,51.768
1175,90.8,52.128
1176,90.9,53.123999999999995
1177,91.0,53.976000000000006
1178,91.1,53.599
1179,91.2,51.743
1180,91.3,51.9
1181,91.4,51.88399999999999
1182,91.5,55.175
1183,91.7,58.455
1184,91.8,55.356
1185,91.9,50.998999999999995
1186,92.0,53.246
1187,92.1,52.891000000000005
1188,92.2,53.537
1189,92.3,54.403999999999996
1190,92.4,47.801
1191,92.5,47.156000000000006
1192,92.6,52.832
1193,92.7,57.996
1194,92.8,61.206
1195,92.9,62.181999999999995
1196,93.0,60.99
1197,93.1,61.151
1198,93.2,55.431999999999995
1199,93.3,57.324
1200,93.4,56.778999999999996
1201,93.5,57.379
1202,93.6,59.413999999999994
1203,93.7,60.653999999999996
1204,93.8,60.121
1205,93.9,58.551
1206,94.0,61.746
1207,94.1,61.782
1208,94.2,59.87
1209,94.3,60.746
1210,94.4,57.736000000000004
1211,94.5,49.166000000000004
1212,94.6,37.19
1213,94.7,35.872
1214,94.7,25.456999999999997
1215,94.8,32.924
1216,94.9,49.266000000000005
1217,95.0,54.162
1218,95.1,53.371
1219,95.2,47.781000000000006
1220,95.3,48.358000000000004
1221,95.4,53.141000000000005
1222,95.5,54.032
1223,95.6,53.102
1224,95.7,48.166000000000004
1225,95.8,47.873000000000005
1226,95.9,49.626000000000005
1227,96.0,46.67100000000001
1228,96.1,40.772
1229,98.2,50.687
1230,98.3,48.82
1231,98.4,52.599
1232,98.5,56.493
1233,98.6,58.097
1234,98.7,59.294
1235,98.8,57.011
1236,98.9,56.358000000000004
1237,99.0,56.302
1238,99.1,57.506
1239,99.2,60.173
1240,99.3,60.696000000000005
1241,99.4,59.902
1242,99.5,51.596000000000004
1243,99.6,47.596000000000004
1244,99.7,45.832
1245,99.7,48.273999999999994
1246,99.8,42.306000000000004
1247,99.9,49.748999999999995
1248,100.0,56.766000000000005
1249,100.1,53.486999999999995
1250,100.2,44.347
1251,100.3,49.018
1252,100.4,53.371
1253,100.5,54.108999999999995
1254,100.6,55.748999999999995
1255,100.7,58.566
1256,100.8,62.006
1257,100.9,62.148999999999994
1258,101.0,58.842
1259,101.1,53.739
1260,101.2,50.48
1261,101.2,62.146
1262,101.3,61.85
1263,101.4,63.566
1264,101.5,66.719
1265,101.6,70.53699999999999
1266,101.7,62.961000000000006
1267,101.8,58.81100000000001
1268,101.9,58.214
1269,102.0,59.942
1270,102.1,60.648999999999994
1271,102.2,60.74
1272,102.3,59.593
1273,102.4,57.898
1274,102.5,56.565
1275,102.7,56.791000000000004
1276,102.8,57.419
1277,102.9,58.989
1278,103.0,64.55199999999999
1279,103.1,62.347
1280,103.2,64.14399999999999
1281,103.3,64.641
1282,103.4,65.154
1283,103.5,62.412
1284,103.6,64.29899999999999
1285,103.7,63.373000000000005
1286,103.8,65.153
1287,103.9,64.23899999999999
1288,104.0,65.112
1289,104.1,67.597
1290,104.2,67.586
1291,104.2,65.351
1292,104.3,65.904
1293,104.4,63.571999999999996
1294,104.5,64.27199999999999
1295,104.6,61.271
1296,104.7,63.271
1297,104.8,65.154
1298,104.9,68.628
1299,105.0,64.119
1300,105.1,62.519
1301,105.2,61.05
1302,105.3,61.123000000000005
1303,105.4,53.989
1304,105.5,51.216
1305,105.6,47.17100000000001
1306,105.7,44.699
1307,105.7,58.717
1308,105.8,60.356
1309,105.9,60.162
1310,106.0,60.61600000000001
1311,106.1,57.733999999999995
1312,106.2,60.364
1313,106.3,59.531000000000006
1314,106.4,57.721000000000004
1315,106.5,56.528999999999996
1316,106.6,60.528999999999996
1317,106.7,60.903
1318,106.8,61.153
1319,106.9,59.251000000000005
1320,107.0,53.69
1321,107.01,65.932
1322,107.11,64.229
1323,107.21,64.316
1324,107.31,61.519
1325,107.41,55.951
1326,107.51,50.43899999999999
1327,107.7,38.602
1328,107.8,42.153999999999996
1329,107.9,50.099
1330,108.0,50.826
1331,108.1,53.458
1332,108.2,55.744
1333,108.3,56.068000000000005
1334,108.4,53.348
1335,108.5,52.358999999999995
1336,108.6,56.321999999999996
1337,108.7,59.236000000000004
1338,108.8,60.59
1339,108.9,62.202
1340,109.0,60.038999999999994
1341,109.1,56.472
1342,109.2,54.772
1343,109.2,60.663999999999994
1344,109.3,58.73
1345,109.4,58.406000000000006
1346,109.5,60.586000000000006
1347,109.6,62.763999999999996
1348,109.7,61.941
1349,109.8,60.908
1350,109.9,59.978
1351,110.0,60.396
1352,110.1,61.242
1353,110.2,62.706
1354,110.3,62.316
1355,110.4,56.07899999999999
1356,110.5,51.891999999999996
1357,110.6,53.943999999999996
1358,110.7,49.281000000000006
1359,110.7,53.732
1360,110.8,51.955
1361,110.9,55.592
1362,111.0,58.393
1363,111.1,58.244
1364,111.2,58.663999999999994
1365,111.3,56.621
1366,111.4,57.708
1367,111.5,57.611999999999995
1368,111.6,63.43899999999999
1369,111.7,65.806
1370,111.8,64.443
1371,111.9,62.443999999999996
1372,112.0,61.88399999999999
1373,112.2,63.905
1374,112.3,65.665
1375,112.4,64.036
1376,112.5,67.056
1377,112.6,61.67100000000001
1378,112.7,62.153999999999996
1379,112.8,59.114
1380,112.9,62.348
1381,113.0,63.346000000000004
1382,113.1,64.259
1383,113.2,58.423
1384,113.3,53.95
1385,113.4,55.656000000000006
1386,113.5,59.482
1387,113.6,58.547
1388,113.7,59.925
1389,113.7,65.831
1390,113.8,65.452
1391,113.9,63.708999999999996
1392,114.0,68.082
1393,114.1,64.97399999999999
1394,114.2,67.404
1395,114.3,63.821000000000005
1396,114.4,64.744
1397,114.5,62.699
1398,114.6,65.01899999999999
1399,114.7,64.07300000000001
1400,114.8,66.703
1401,114.9,64.556
1402,115.0,60.799
1403,115.1,58.857
1404,115.2,58.263000000000005
1405,115.2,56.827
1406,115.3,48.138999999999996
1407,115.4,37.963
1408,115.5,36.696
1409,115.6,37.051
1410,115.7,43.631
1411,115.8,54.651
1412,115.9,61.931000000000004
1413,116.0,63.479
1414,116.1,66.90899999999999
1415,116.2,60.32
1416,116.2,59.007
1417,116.3,51.757
1418,116.4,43.629
1419,116.5,44.519
1420,116.6,42.023999999999994
1421,116.7,40.961000000000006
1422,116.8,39.421
1423,117.2,45.483999999999995
1424,117.3,51.73
1425,117.399,58.946000000000005
1426,117.499,63.386
1427,117.59899999999999,62.717
1428,117.699,63.224
1429,117.79799999999999,64.434
1430,117.898,64.381
1431,117.99799999999999,64.292
1432,118.098,60.812
1433,118.197,61.21
1434,118.29700000000001,64.616
1435,118.397,64.179
1436,118.49700000000001,59.526
1437,118.596,56.691
1438,118.696,54.157
1439,118.696,61.245
1440,118.796,58.0
1441,118.896,63.042
1442,118.995,67.91199999999999
1443,119.095,67.408
1444,119.195,64.507
1445,119.295,62.191
1446,119.395,62.978
1447,119.494,64.51899999999999
1448,119.594,66.002
1449,119.694,65.863
1450,119.794,65.11
1451,119.89399999999999,64.796
1452,119.993,64.059
1453,120.09299999999999,60.974
1454,120.193,55.545
1455,120.193,57.532
1456,120.29299999999999,58.247
1457,120.39200000000001,59.726000000000006
1458,120.492,64.01899999999999
1459,120.59200000000001,64.861
1460,120.69200000000001,65.271
1461,120.791,61.478
1462,120.891,55.621
1463,120.991,53.792
1464,121.09100000000001,56.769
1465,121.19,61.896
1466,121.29,65.77
1467,121.39,63.657
1468,121.49,60.691
1469,121.689,59.167
1470,121.789,56.431000000000004
1471,121.889,57.321999999999996
1472,121.988,51.713
1473,122.088,41.733999999999995
1474,122.18799999999999,57.838
1475,122.288,63.053999999999995
1476,122.38799999999999,62.438
1477,122.48700000000001,66.71600000000001
1478,122.587,66.289
1479,122.68700000000001,63.53
1480,122.787,66.183
1481,122.887,64.516
1482,122.986,61.25899999999999
1483,123.086,57.493
1484,123.186,56.211999999999996
1485,123.186,54.32
1486,123.286,54.18899999999999
1487,123.385,50.321999999999996
1488,123.485,29.549
1489,123.585,17.618
1490,123.685,48.091
1491,123.78399999999999,63.748000000000005
1492,123.884,61.674
1493,123.984,60.416000000000004
1494,124.084,61.68899999999999
1495,124.18299999999999,61.006
1496,124.28299999999999,62.313
1497,124.383,60.659
1498,124.48299999999999,59.03
1499,124.58200000000001,57.77
1500,124.682,61.463
1501,124.78200000000001,54.99100000000001
1502,124.881,51.592
1503,124.98100000000001,51.659
1504,125.081,57.994
1505,125.181,61.544
1506,125.28,62.577
1507,125.5,38.515
1508,125.59700000000001,50.461000000000006
1509,125.695,53.982
1510,125.792,58.993
1511,125.889,56.696999999999996
1512,125.98700000000001,59.471000000000004
1513,126.084,57.661
1514,126.181,59.583999999999996
1515,126.279,53.562
1516,126.376,54.022
1517,126.473,57.626000000000005
1518,126.571,58.466
1519,126.66799999999999,59.641999999999996
1520,126.765,61.806000000000004
1521,126.863,58.227
1522,126.96,57.725
1523,126.96,62.888000000000005
1524,127.057,60.858000000000004
1525,127.155,60.111999999999995
1526,127.25200000000001,59.276
1527,127.34899999999999,62.281000000000006
1528,127.447,56.641000000000005
1529,127.544,52.888000000000005
1530,127.641,45.761
1531,127.73899999999999,39.439
1532,127.836,37.302
1533,127.93299999999999,39.073
1534,128.031,37.96
1535,128.128,36.809
1536,128.225,34.766
1537,128.32299999999998,32.311
1538,128.42,28.833000000000002
1539,128.42,30.188000000000002
1540,128.517,29.713
1541,128.615,28.462
1542,128.71200000000002,34.876
1543,128.809,52.998000000000005
1544,128.907,62.441
1545,129.004,60.998000000000005
1546,129.101,60.163999999999994
1547,129.19899999999998,58.876000000000005
1548,129.296,55.762
1549,129.393,46.236000000000004
1550,129.491,44.323
1551,129.588,33.321999999999996
1552,129.685,23.881999999999998
1553,129.783,40.591
1554,129.88,42.42100000000001
1555,129.88,62.8
1556,129.977,64.738
1557,130.075,67.503
1558,130.172,68.809
1559,130.269,67.281
1560,130.36700000000002,69.03399999999999
1561,130.464,68.25399999999999
1562,130.561,66.571
1563,130.659,67.046
1564,130.756,67.469
1565,130.85299999999998,65.87
1566,130.951,65.7
1567,131.048,65.679
1568,131.145,66.88600000000001
1569,131.34,64.217
1570,131.437,60.106
1571,131.535,61.526
1572,131.632,68.01899999999999
1573,131.72899999999998,65.361
1574,131.827,66.01100000000001
1575,131.924,61.888000000000005
1576,132.02100000000002,62.623999999999995
1577,132.119,61.202
1578,132.216,62.001999999999995
1579,132.313,60.573
1580,132.411,61.323
1581,132.50799999999998,59.102
1582,132.605,56.86600000000001
1583,132.703,57.816
1584,132.8,62.321000000000005
1585,132.8,57.965
1586,132.89700000000002,63.754
1587,132.995,61.208999999999996
1588,133.092,58.066
1589,133.19,43.943999999999996
1590,133.287,44.371
1591,133.384,54.231
1592,133.482,59.021
1593,133.579,58.562
1594,133.67700000000002,58.996
1595,133.774,55.156000000000006
1596,133.871,52.746
1597,133.969,50.68600000000001
1598,134.066,47.266000000000005
1599,134.164,44.891999999999996
1600,134.261,40.306999999999995
1601,134.261,49.132
1602,134.358,46.312
1603,134.45600000000002,45.906000000000006
1604,134.553,46.603
1605,134.65,46.424
1606,134.748,45.156000000000006
1607,134.845,38.629
1608,135.0,49.989
1609,135.1,52.961999999999996
1610,135.2,56.339
1611,135.3,59.619
1612,135.4,61.018
1613,135.5,60.023999999999994
1614,135.6,61.698
1615,135.7,63.041000000000004
1616,135.8,63.246
1617,135.9,63.152
1618,136.0,63.106
1619,136.1,63.913000000000004
1620,136.2,64.166
1621,136.3,60.358999999999995
1622,136.4,61.468
1623,136.5,65.082
1624,136.5,61.714
1625,136.6,63.248000000000005
1626,136.7,62.516000000000005
1627,136.8,62.042
1628,136.9,59.464
1629,137.0,58.934
1630,137.1,54.391000000000005
1631,137.2,58.478
1632,137.3,61.93899999999999
1633,137.4,52.431999999999995
1634,137.5,39.133
1635,137.6,35.723
1636,137.7,33.899
1637,137.8,33.418
1638,137.9,25.595
1639,137.9,26.287
1640,138.0,34.729
1641,138.1,37.099000000000004
1642,138.2,39.729
1643,138.3,47.857
1644,138.4,57.24100000000001
1645,138.5,61.868
1646,138.6,63.678000000000004
1647,138.7,64.60600000000001
1648,138.8,63.036
1649,138.9,64.1
1650,139.0,66.153
1651,139.1,65.065
1652,139.2,66.113
1653,139.25,54.596000000000004
1654,139.35,54.706
1655,139.45,58.516000000000005
1656,139.55,66.652
1657,139.65,63.873999999999995
1658,139.75,64.168
1659,139.85,61.24100000000001
1660,139.95,61.178000000000004
1661,140.05,62.998999999999995
1662,140.15,66.046
1663,140.25,64.186
1664,140.35,64.046
1665,140.45,62.263000000000005
1666,140.55,64.154
1667,140.75,65.59100000000001
1668,140.85,63.913000000000004
1669,140.95,65.82300000000001
1670,141.05,67.753
1671,141.15,67.997
1672,141.25,69.521
1673,141.35,69.138
1674,141.45,68.031
1675,141.55,68.462
1676,141.65,66.806
1677,141.75,67.96
1678,141.85,67.7
1679,141.95,66.062
1680,142.05,65.29899999999999
1681,142.15,65.561
1682,142.25,61.293
1683,142.25,66.775
1684,142.35,63.419
1685,142.45,65.036
1686,142.55,67.27199999999999
1687,142.65,65.571
1688,142.75,65.911
1689,142.85,64.671
1690,142.95,61.56399999999999
1691,143.05,64.666
1692,143.15,67.154
1693,143.25,67.312
1694,143.26,67.081
1695,143.36,64.935
1696,143.46,63.888999999999996
1697,143.56,63.396
1698,143.66,62.754
1699,143.76,63.268
1700,143.86,62.948
1701,143.96,60.283
1702,144.06,47.896
1703,144.65,50.222
1704,144.75,52.626999999999995
1705,144.85,46.998999999999995
1706,144.95,46.353
1707,145.049,48.798
1708,145.149,53.934
1709,145.249,54.038000000000004
1710,145.349,58.708
1711,145.44899999999998,56.972
1712,145.549,60.949
1713,145.649,61.11600000000001
1714,145.749,63.396
1715,145.84799999999998,62.119
1716,145.94799999999998,60.269
1717,146.048,58.588
1718,146.148,54.905
1719,146.148,61.049
1720,146.248,60.235
1721,146.34799999999998,62.476000000000006
1722,146.44799999999998,64.363
1723,146.547,64.311
1724,146.64700000000002,65.007
1725,146.747,66.024
1726,146.847,64.111
1727,146.947,64.042
1728,147.047,61.82899999999999
1729,147.14700000000002,45.146
1730,147.247,43.356
1731,147.346,57.86
1732,147.446,61.56
1733,147.64600000000002,63.222
1734,147.746,64.316
1735,147.846,66.586
1736,147.946,65.949
1737,148.046,64.747
1738,148.14600000000002,64.23100000000001
1739,148.246,62.901
1740,148.346,61.541000000000004
1741,148.445,61.832
1742,148.545,61.07899999999999
1743,148.645,60.05
1744,148.745,59.293
1745,148.845,57.302
1746,148.945,52.32899999999999
1747,149.045,47.00899999999999
1748,149.145,46.48
1749,149.145,44.071000000000005
1750,149.245,54.986999999999995
1751,149.345,64.096
1752,149.445,65.336
1753,149.54399999999998,63.67100000000001
1754,149.644,65.268
1755,149.744,64.431
1756,149.844,66.431
1757,149.944,66.579
1758,150.04399999999998,63.802
1759,150.144,63.62
1760,150.244,64.1
1761,150.343,64.232
1762,150.44299999999998,63.04600000000001
1763,150.543,65.42399999999999
1764,150.643,65.733
1765,150.643,64.188
1766,150.743,64.031
1767,150.843,62.299
1768,150.94299999999998,68.21600000000001
1769,151.042,68.921
1770,151.142,69.908
1771,151.24200000000002,64.778
1772,151.342,61.074
1773,151.442,55.676
1774,151.542,58.909
1775,151.642,61.99
1776,151.74200000000002,64.263
1777,151.841,63.352
1778,151.941,64.249
1779,152.041,62.275
1780,152.141,61.458999999999996
1781,152.141,64.661
1782,152.241,64.51
1783,152.341,63.36600000000001
1784,152.441,66.729
1785,152.541,62.441
1786,152.641,65.694
1787,152.74,63.428000000000004
1788,152.84,65.574
1789,152.94,64.23899999999999
1790,153.04,65.38600000000001
1791,153.14,62.393
1792,153.24,63.861999999999995
1793,153.34,55.937
1794,153.6,32.171
1795,153.69899999999998,26.805999999999997
1796,153.798,32.359
1797,153.898,40.079
1798,153.997,43.827
1799,154.096,52.443999999999996
1800,154.195,51.451
1801,154.29399999999998,51.88399999999999
1802,154.393,52.898999999999994
1803,154.493,55.602
1804,154.592,57.246
1805,154.691,60.173
1806,154.79,60.269
1807,154.889,62.467
1808,154.989,57.77
1809,155.058,58.702
1810,155.157,56.61
1811,155.256,57.412
1812,155.356,62.472
1813,155.455,64.124
1814,155.554,62.938
1815,155.653,58.318000000000005
1816,155.752,58.331
1817,155.852,58.406000000000006
1818,155.951,59.479
1819,156.05,61.178000000000004
1820,156.149,58.839
1821,156.159,57.153999999999996
1822,156.25799999999998,59.467
1823,156.357,62.50899999999999
1824,156.45600000000002,62.68899999999999
1825,156.556,62.151
1826,156.655,64.61399999999999
1827,156.754,62.644
1828,156.843,61.833999999999996
1829,156.942,61.39
1830,157.041,62.553000000000004
1831,157.14,63.382
1832,157.24,62.178000000000004
1833,157.339,62.583999999999996
1834,157.438,51.271
1835,157.537,42.318000000000005
1836,157.636,40.775999999999996
1837,157.735,39.501999999999995
1838,157.834,38.66
1839,157.933,37.633
1840,158.033,34.683
1841,158.132,34.131
1842,158.33,64.88600000000001
1843,158.429,62.743
1844,158.528,62.998999999999995
1845,158.628,63.229
1846,158.727,63.163999999999994
1847,158.826,64.17399999999999
1848,158.925,63.861000000000004
1849,159.024,63.49100000000001
1850,159.124,63.256
1851,159.22299999999998,62.18600000000001
1852,159.322,61.89
1853,159.421,64.293
1854,159.52,63.276
1855,159.62,62.222
1856,159.719,57.023999999999994
1857,159.81799999999998,57.343
1858,159.81799999999998,55.152
1859,159.917,56.423
1860,160.016,57.019
1861,160.115,58.43600000000001
1862,160.215,58.593999999999994
1863,160.314,58.261
1864,160.41299999999998,58.674
1865,160.512,57.711000000000006
1866,160.611,58.222
1867,160.71,58.699
1868,160.81,57.06
1869,160.909,56.443000000000005
1870,161.00799999999998,55.905
1871,161.107,55.732
1872,161.11700000000002,58.76
1873,161.216,55.713
1874,161.315,56.708999999999996
1875,161.415,55.288999999999994
1876,161.514,55.591
1877,161.613,53.533
1878,161.71200000000002,52.056000000000004
1879,162.0,56.928999999999995
1880,162.1,56.465
1881,162.2,46.038999999999994
1882,162.3,41.181999999999995
1883,162.4,38.838
1884,162.5,39.638000000000005
1885,162.6,39.594
1886,162.7,42.961000000000006
1887,162.8,44.229
1888,162.9,54.29600000000001
1889,163.0,61.79600000000001
1890,163.1,65.58
1891,163.2,64.209
1892,163.3,65.156
1893,163.4,59.677
1894,163.5,56.665
1895,163.5,67.96
1896,163.6,66.92699999999999
1897,163.7,66.366
1898,163.8,67.869
1899,163.9,66.527
1900,164.0,65.594
1901,164.1,66.094
1902,164.2,64.764
1903,164.3,64.38600000000001
1904,164.4,63.989
1905,164.5,64.60600000000001
1906,164.6,63.03
1907,164.7,60.022
1908,164.8,60.102
1909,164.9,55.044
1910,165.0,48.479
1911,165.0,44.233999999999995
1912,165.1,42.386
1913,165.2,43.321999999999996
1914,165.3,45.839
1915,165.4,53.233999999999995
1916,165.5,60.534
1917,165.6,63.468
1918,165.7,64.491
1919,165.8,66.369
1920,165.9,62.982
1921,166.0,57.486000000000004
1922,166.1,56.783
1923,166.2,60.628
1924,166.3,64.325
1925,166.5,63.607
1926,166.6,62.701
1927,166.7,63.699
1928,166.8,61.653
1929,166.9,57.446999999999996
1930,167.0,59.88399999999999
1931,167.1,59.544
1932,167.2,59.254
1933,167.3,60.352
1934,167.4,59.306000000000004
1935,167.5,59.746
1936,167.6,59.453
1937,167.7,59.662
1938,167.8,58.476000000000006
1939,167.9,55.658
1940,168.0,58.411
1941,168.1,56.575
1942,168.2,56.873000000000005
1943,168.3,55.022
1944,168.4,47.341
1945,168.5,45.073
1946,168.6,74.217
1947,168.9,43.348
1948,169.0,46.768
1949,169.1,47.986000000000004
1950,169.2,46.611999999999995
1951,169.3,47.037
1952,169.4,47.351000000000006
1953,169.5,48.188
1954,169.6,50.181000000000004
1955,169.7,51.696000000000005
1956,169.8,50.906000000000006
1957,169.9,49.79
1958,170.0,48.29600000000001
1959,170.1,49.318999999999996
1960,170.2,50.552
1961,170.3,51.778
1962,170.4,51.352
1963,170.4,58.244
1964,170.5,53.136
1965,170.6,45.083
1966,170.7,36.919000000000004
1967,170.8,36.061
1968,170.9,34.351
1969,171.0,26.441
1970,171.1,23.394000000000002
1971,171.2,42.452
1972,171.3,53.606
1973,171.4,54.883
1974,171.5,53.626000000000005
1975,171.6,54.229
1976,171.7,53.239
1977,171.8,51.808
1978,171.9,50.821999999999996
1979,171.9,54.008
1980,172.0,52.27
1981,172.1,54.356
1982,172.2,54.596000000000004
1983,172.3,55.357
1984,172.4,56.978
1985,172.5,54.458
1986,172.6,51.583999999999996
1987,172.7,50.756
1988,172.8,50.422
1989,172.9,49.646
1990,173.0,50.47
1991,173.1,52.958999999999996
1992,173.2,54.365
1993,173.4,51.37
1994,173.5,52.908
1995,173.6,56.806000000000004
1996,173.7,58.129
1997,173.8,56.257
1998,173.9,52.857
1999,174.0,49.691
2000,174.1,48.988
2001,174.2,50.286
2002,174.3,48.136
2003,174.4,48.566
2004,174.5,53.81
2005,174.6,55.192
2006,174.7,55.352
2007,174.8,53.34
2008,174.9,52.092
2009,174.9,55.17
2010,175.0,53.763000000000005
2011,175.1,51.928999999999995
2012,175.2,54.358999999999995
2013,175.3,52.236999999999995
2014,175.4,55.321000000000005
2015,175.5,55.531000000000006
2016,175.6,55.864
2017,175.7,56.148999999999994
2018,175.8,58.43600000000001
2019,175.9,56.643
2020,176.0,55.566
2021,176.1,53.076
2022,176.2,51.409
2023,176.3,49.761
2024,176.4,51.199
2025,176.4,54.589
2026,176.5,52.418
2027,176.6,52.858999999999995
2028,176.7,56.086000000000006
2029,176.8,59.181000000000004
2030,176.9,62.478
2031,177.0,59.373999999999995
2032,177.1,60.948
2033,177.2,59.372
2034,177.3,58.358999999999995
2035,177.4,56.94
2036,177.5,57.782
2037,177.6,52.442
2038,178.5,48.224
2039,178.597,51.613
2040,178.695,57.846000000000004
2041,178.792,53.603
2042,178.89,53.528
2043,178.987,52.381
2044,179.085,51.803999999999995
2045,179.18200000000002,51.56100000000001
2046,179.28,48.376000000000005
2047,179.377,47.972
2048,179.475,52.493
2049,179.572,50.473
2050,179.67,49.952
2051,179.767,52.756
2052,179.865,47.701
2053,179.96200000000002,42.332
2054,179.96200000000002,39.671
2055,180.05900000000003,37.45
2056,180.157,34.589
2057,180.25400000000002,36.096
2058,180.352,34.068000000000005
2059,180.449,35.224000000000004
2060,180.547,34.344
2061,180.644,34.931
2062,180.74200000000002,34.549
2063,180.83900000000003,35.109
2064,180.937,36.033
2065,181.03400000000002,39.256
2066,181.132,39.652
2067,181.229,46.626000000000005
2068,181.327,50.299
2069,181.424,53.739
2070,181.424,57.721000000000004
2071,181.521,52.38399999999999
2072,181.61900000000003,50.853
2073,181.71599999999998,52.146
2074,181.81400000000002,55.354
2075,181.91099999999997,57.721000000000004
2076,182.00900000000001,56.071000000000005
2077,182.106,55.621
2078,182.204,55.608999999999995
2079,182.301,56.066
2080,182.399,56.75
2081,182.49599999999998,56.78
2082,182.59400000000002,53.946999999999996
2083,182.69099999999997,53.513999999999996
2084,182.886,54.771
2085,182.983,52.707
2086,183.081,53.346000000000004
2087,183.178,54.79600000000001
2088,183.27599999999998,54.401
2089,183.373,53.967
2090,183.47099999999998,55.161
2091,183.56799999999998,54.088
2092,183.666,49.896
2093,183.763,43.398999999999994
2094,183.861,42.11600000000001
2095,183.958,41.026
2096,184.05599999999998,39.176
2097,184.153,38.259
2098,184.25099999999998,37.764
2099,184.34799999999998,39.699
2100,184.34799999999998,41.785
2101,184.445,43.055
2102,184.543,45.576
2103,184.64,50.589
2104,184.738,45.327
2105,184.835,46.831
2106,184.933,49.818000000000005
2107,185.03,51.298
2108,185.128,50.522
2109,185.225,53.536
2110,185.32299999999998,51.98
2111,185.42,53.623000000000005
2112,185.518,51.372
2113,185.615,50.986000000000004
2114,185.713,49.035
2115,185.81,47.125
2116,185.81,50.513000000000005
2117,185.907,49.446999999999996
2118,186.005,50.32899999999999
2119,186.102,52.266000000000005
2120,186.2,50.821000000000005
2121,186.297,50.778
2122,186.395,46.961000000000006
2123,186.49200000000002,41.843999999999994
2124,186.59,39.681999999999995
2125,186.687,40.656
2126,186.78400000000002,47.36
2127,186.882,55.633
2128,186.979,56.102
2129,187.077,54.013000000000005
2130,187.174,49.226000000000006
2131,187.18400000000003,56.318999999999996
2132,187.28099999999998,54.812
2133,187.37900000000002,57.063
2134,187.476,59.706
2135,187.57299999999998,63.17100000000001
2136,187.671,63.813
2137,187.768,64.499
2138,188.1,59.85
2139,188.19799999999998,57.388999999999996
2140,188.296,56.276
2141,188.394,55.019
2142,188.49200000000002,54.92100000000001
2143,188.59,55.504
2144,188.688,55.13399999999999
2145,188.78599999999997,54.394
2146,188.885,52.958999999999996
2147,188.983,55.496
2148,189.081,56.81
2149,189.179,57.883
2150,189.27700000000002,57.496
2151,189.375,55.239
2152,189.47299999999998,54.092
2153,189.571,52.95399999999999
2154,189.669,51.946999999999996
2155,189.767,50.806000000000004
2156,189.865,52.361999999999995
2157,189.963,51.847
2158,190.06099999999998,52.551
2159,190.15900000000002,49.653999999999996
2160,190.257,51.341
2161,190.356,52.102
2162,190.454,55.206
2163,190.55200000000002,56.023
2164,190.65,58.04
2165,190.748,55.826
2166,190.84599999999998,53.272
2167,190.94400000000002,50.742
2168,191.042,51.458999999999996
2169,191.042,49.357
2170,191.14,47.227
2171,191.238,48.299
2172,191.33599999999998,50.699
2173,191.43400000000003,52.504
2174,191.532,53.42100000000001
2175,191.63,52.858000000000004
2176,191.72799999999998,53.101000000000006
2177,191.827,52.428999999999995
2178,191.925,52.751999999999995
2179,192.023,52.813
2180,192.12099999999998,51.513000000000005
2181,192.21900000000002,51.346000000000004
2182,192.317,51.847
2183,192.513,52.576
2184,192.611,52.273999999999994
2185,192.709,50.549
2186,192.80700000000002,52.013000000000005
2187,192.905,45.696999999999996
2188,193.003,38.271
2189,193.101,33.411
2190,193.199,32.451
2191,193.298,33.852
2192,193.396,34.489000000000004
2193,193.49400000000003,34.393
2194,193.592,34.705999999999996
2195,193.69,33.571999999999996
2196,193.78799999999998,32.455999999999996
2197,193.886,37.068000000000005
2198,193.984,52.445
2199,193.984,44.372
2200,194.082,47.443999999999996
2201,194.18,43.226000000000006
2202,194.278,39.876
2203,194.37599999999998,37.588
2204,194.47400000000002,37.571
2205,194.572,36.988
2206,194.67,38.754
2207,194.768,44.629
2208,194.86599999999999,50.626000000000005
2209,194.96400000000003,52.213
2210,195.062,51.736000000000004
2211,195.16,51.141999999999996
2212,195.25799999999998,51.93600000000001
2213,195.356,51.196999999999996
2214,195.454,54.265
2215,195.454,53.652
2216,195.55200000000002,50.91
2217,195.65,50.716
2218,195.748,52.199
2219,195.84599999999998,53.537
2220,195.945,50.851000000000006
2221,196.043,53.138000000000005
2222,196.141,55.088
2223,196.239,53.922
2224,196.33700000000002,56.458999999999996
2225,196.435,63.46
2226,196.533,67.566
2227,196.63099999999997,63.607
2228,196.729,62.919
2229,196.74900000000002,64.392
2230,196.847,60.018
2231,196.945,63.743
2232,197.043,67.46600000000001
2233,197.141,63.483999999999995
2234,197.239,58.409
2235,197.33700000000002,54.397
2236,197.7,26.06
2237,197.797,36.382
2238,197.894,40.743
2239,197.99,37.758
2240,198.0,46.50899999999999
2241,198.097,39.73
2242,198.19400000000002,38.553000000000004
2243,198.291,43.873000000000005
2244,198.387,53.324
