,Depth CSF-B (m),Reflectance L*,Reflectance a*,Reflectance b*,Tristimulus X,Tristimulus Y,Tristimulus Z
3111,19.55,39.1,1.2,-1.4,10.3,10.7,12.0
3112,19.55,39.7,0.6,-0.5,10.6,11.1,12.1
3113,19.575,39.1,0.4,-0.8,10.2,10.7,11.8
3114,19.575,40.9,0.8,-0.6,11.3,11.8,12.9
3115,19.6,38.9,1.2,0.0,10.2,10.6,11.4
3116,19.6,38.4,1.1,-1.0,9.9,10.3,11.4
3117,19.625,40.4,1.4,-0.4,11.1,11.5,12.5
3118,19.625,40.4,1.4,-0.7,11.1,11.5,12.6
3119,19.65,40.7,1.5,-1.9,11.3,11.7,13.3
3120,19.65,43.2,1.3,-0.5,12.8,13.3,14.5
3121,19.675,46.8,1.9,-2.5,15.4,15.9,18.3
3122,19.675,39.7,0.6,0.3,10.6,11.1,11.8
3123,19.7,41.1,0.8,-1.6,11.4,11.9,13.4
3124,19.7,38.2,1.0,-0.1,9.8,10.2,11.0
3125,19.725,36.4,0.7,-0.4,8.8,9.2,10.0
3126,19.725,39.1,1.2,-0.6,10.3,10.7,11.7
3127,19.75,39.2,1.2,-0.8,10.4,10.8,11.9
3128,19.75,38.7,1.1,-1.4,10.1,10.5,11.8
3129,19.775,38.4,1.1,-0.1,9.9,10.3,11.1
3130,19.8,37.3,0.8,0.3,9.3,9.7,10.3
3131,19.825,35.4,1.3,0.5,8.4,8.7,9.2
3132,19.85,36.0,0.6,-0.7,8.6,9.0,9.9
3133,19.875,36.6,0.7,-2.1,8.9,9.3,10.7
3134,19.9,39.6,2.0,-1.0,10.7,11.0,12.2
3135,19.925,36.2,1.5,-1.0,8.8,9.1,10.1
3136,19.925,37.5,0.9,0.4,9.4,9.8,10.4
3137,19.95,40.1,2.1,-1.5,11.0,11.3,12.7
3138,19.95,37.3,0.8,-0.5,9.3,9.7,10.6
3139,19.975,38.2,1.0,-0.7,9.8,10.2,11.2
3140,19.975,36.0,2.3,-1.6,8.8,9.0,10.2
3141,20.0,36.7,1.6,-0.9,9.1,9.4,10.4
3142,20.0,35.0,2.2,-2.4,8.3,8.5,9.9
3143,20.025,32.7,1.8,-0.9,7.2,7.4,8.2
3144,20.025,37.1,0.8,-0.3,9.2,9.6,10.4
3145,20.05,35.4,0.4,-0.5,8.3,8.7,9.5
3146,20.05,41.2,1.6,0.0,11.6,12.0,12.9
3147,20.075,30.2,0.3,-0.5,6.0,6.3,6.9
3148,20.075,41.8,1.7,0.0,12.0,12.4,13.3
3149,20.1,40.1,1.4,-0.2,10.9,11.3,12.2
3150,20.1,37.3,1.7,-1.1,9.4,9.7,10.8
3151,20.125,40.4,1.4,-0.7,11.1,11.5,12.6
3152,20.125,41.4,0.9,-0.3,11.6,12.1,13.1
3153,20.15,40.7,1.5,-1.1,11.3,11.7,13.0
3154,20.15,37.7,0.9,-0.2,9.5,9.9,10.7
3155,20.175,39.7,1.3,-1.0,10.7,11.1,12.3
3156,20.175,40.7,1.5,-1.4,11.3,11.7,13.1
3157,20.2,42.0,1.0,-1.9,12.0,12.5,14.2
3158,20.2,36.4,1.5,-1.9,8.9,9.2,10.5
3159,20.225,36.2,0.6,-0.7,8.7,9.1,10.0
3160,20.225,38.2,1.0,0.4,9.8,10.2,10.8
3161,20.25,38.7,1.1,-1.2,10.1,10.5,11.7
3162,20.25,35.2,1.3,0.8,8.3,8.6,9.0
3163,20.275,32.3,-0.3,0.1,6.8,7.2,7.7
3164,20.275,37.3,1.7,0.0,9.4,9.7,10.4
3165,20.3,39.2,1.2,-0.3,10.4,10.8,11.7
3166,20.325,36.0,1.4,1.1,8.7,9.0,9.3
3167,20.35,33.6,1.0,-0.4,7.5,7.8,8.5
3168,20.375,31.6,0.6,-1.4,6.6,6.9,7.8
3169,20.4,33.8,2.0,-2.4,7.7,7.9,9.2
3170,20.425,34.2,1.1,-2.0,7.8,8.1,9.3
3171,20.425,39.2,1.2,-1.4,10.4,10.8,12.1
3172,20.45,36.7,1.6,-2.1,9.1,9.4,10.8
3173,20.45,34.4,1.1,-0.3,7.9,8.2,8.9
3174,20.475,35.4,0.4,-0.2,8.3,8.7,9.4
3175,20.475,39.6,1.3,-2.3,10.6,11.0,12.7
3176,20.5,37.8,1.8,-1.6,9.7,10.0,11.3
3177,20.5,36.6,1.5,-1.2,9.0,9.3,10.4
3178,20.525,38.7,1.1,-1.2,10.1,10.5,11.7
3179,20.525,39.7,2.1,-1.5,10.8,11.1,12.5
3180,20.55,37.8,1.0,-1.0,9.6,10.0,11.1
3181,20.55,35.8,1.4,0.5,8.6,8.9,9.4
3182,20.575,43.5,2.0,-1.2,13.1,13.5,15.0
3183,20.575,39.4,1.3,-0.3,10.5,10.9,11.8
3184,20.6,41.8,1.0,-0.2,11.9,12.4,13.4
3185,20.6,38.7,0.3,-0.6,10.0,10.5,11.5
3186,20.625,42.0,1.7,0.3,12.1,12.5,13.3
3187,20.625,39.2,1.2,-1.1,10.4,10.8,12.0
3188,20.65,36.7,1.6,-0.3,9.1,9.4,10.2
3189,20.65,43.1,1.2,1.6,12.7,13.2,13.5
3190,20.675,38.9,1.2,-1.1,10.2,10.6,11.8
3191,20.675,46.7,0.7,2.3,15.1,15.8,15.9
3192,20.7,47.0,0.8,3.4,15.3,16.0,15.6
3193,20.7,36.9,1.6,-1.2,9.2,9.5,10.6
3194,20.725,47.8,0.9,2.8,15.9,16.6,16.5
3195,20.725,37.8,1.0,-1.0,9.6,10.0,11.1
3196,20.75,51.6,1.2,4.9,19.0,19.8,18.7
3197,20.75,34.0,2.0,-1.0,7.8,8.0,8.9
3198,20.775,38.4,1.1,-1.5,9.9,10.3,11.6
3199,20.775,48.9,1.1,2.2,16.8,17.5,17.7
3200,20.8,36.2,1.5,-0.7,8.8,9.1,10.0
3201,20.8,49.6,1.3,3.5,17.4,18.1,17.7
3202,20.825,35.8,1.4,-1.4,8.6,8.9,10.0
3203,20.825,51.6,1.2,3.1,19.0,19.8,19.6
3204,20.85,35.4,1.3,-0.8,8.4,8.7,9.6
3205,20.85,55.2,1.4,3.7,22.2,23.1,22.6
3206,20.875,51.7,1.7,3.1,19.2,19.9,19.7
3207,20.875,35.4,1.3,-2.3,8.4,8.7,10.1
3208,20.9,34.0,0.1,-0.7,7.6,8.0,8.8
3209,20.9,49.3,1.2,3.3,17.1,17.8,17.5
3210,20.925,52.0,1.2,4.3,19.3,20.1,19.3
3211,20.925,35.6,1.4,-1.7,8.5,8.8,10.0
3212,20.95,31.1,1.5,-1.5,6.5,6.7,7.6
3213,20.95,46.6,1.3,2.5,15.1,15.7,15.7
3214,20.975,34.0,1.1,-1.0,7.7,8.0,8.9
3215,20.975,47.9,0.9,3.0,16.0,16.7,16.5
3216,21.0,29.7,0.2,-1.0,5.8,6.1,6.8
3217,21.0,47.5,0.9,3.0,15.7,16.4,16.2
3218,21.025,36.6,2.4,-1.8,9.1,9.3,10.6
3219,21.025,48.9,1.1,3.3,16.8,17.5,17.2
3220,21.05,55.2,1.4,4.5,22.2,23.1,22.2
3221,21.05,38.0,1.8,-1.8,9.8,10.1,11.5
3222,21.075,52.3,1.3,3.9,19.6,20.4,19.8
3223,21.075,41.5,1.6,-1.7,11.8,12.2,13.8
3224,21.1,48.1,1.0,3.2,16.2,16.9,16.6
3225,21.1,36.6,0.7,0.3,8.9,9.3,9.9
3226,21.125,49.6,1.3,2.9,17.4,18.1,18.0
3227,21.125,38.4,1.8,-0.4,10.0,10.3,11.2
3228,21.15,47.4,1.4,2.6,15.7,16.3,16.3
3229,21.15,36.4,1.5,-1.0,8.9,9.2,10.2
3230,21.175,34.6,1.2,0.4,8.0,8.3,8.8
3231,21.175,48.9,1.1,3.5,16.8,17.5,17.1
3232,21.2,35.4,0.4,-0.5,8.3,8.7,9.5
3233,21.2,47.4,1.4,2.6,15.7,16.3,16.3
3234,21.225,36.7,1.6,0.3,9.1,9.4,10.0
3235,21.225,49.6,1.3,3.7,17.4,18.1,17.6
3236,21.25,34.2,0.2,0.3,7.7,8.1,8.6
3237,21.25,42.0,1.0,-0.2,12.0,12.5,13.5
3238,21.275,40.1,1.4,-0.7,10.9,11.3,12.4
3239,21.275,38.4,0.3,-1.5,9.8,10.3,11.6
3240,21.3,38.9,0.4,-0.3,10.1,10.6,11.5
3241,21.3,40.6,1.5,-1.9,11.2,11.6,13.2
3242,21.325,41.2,1.6,-2.5,11.6,12.0,13.9
3243,21.325,42.5,1.1,-1.6,12.3,12.8,14.4
3244,21.35,38.9,0.4,0.0,10.1,10.6,11.4
3245,21.35,40.1,0.6,-2.5,10.8,11.3,13.1
3246,21.375,38.7,0.3,-2.8,10.0,10.5,12.3
3247,21.375,37.3,0.8,0.0,9.3,9.7,10.4
3248,21.4,36.6,0.7,-0.9,8.9,9.3,10.3
3249,21.4,41.8,1.0,-2.4,11.9,12.4,14.3
3250,21.425,34.6,1.2,0.0,8.0,8.3,8.9
3251,21.435,34.4,1.1,-2.5,7.9,8.2,9.6
3252,21.45,34.2,1.1,-0.3,7.8,8.1,8.8
3253,21.46,37.3,0.8,-1.4,9.3,9.7,10.9
3254,21.475,32.0,0.7,0.1,6.8,7.1,7.6
3255,21.485,36.9,1.6,-2.3,9.2,9.5,11.0
3256,21.5,36.9,0.8,0.3,9.1,9.5,10.1
3257,21.51,42.3,1.1,-1.8,12.2,12.7,14.4
3258,21.525,42.5,1.8,-2.0,12.4,12.8,14.6
3259,21.535,40.4,1.4,-2.2,11.1,11.5,13.2
3260,21.55,36.7,1.6,-0.9,9.1,9.4,10.4
3261,21.56,36.7,1.6,-1.2,9.1,9.4,10.5
3262,21.575,42.9,1.9,-2.2,12.7,13.1,15.0
3263,21.585,37.5,0.9,-1.7,9.4,9.8,11.1
3264,21.6,38.9,1.9,-2.5,10.3,10.6,12.3
3265,21.61,43.9,1.4,-2.9,13.3,13.8,16.1
3266,21.625,40.1,1.4,-2.8,10.9,11.3,13.2
3267,21.635,43.4,1.3,-2.6,12.9,13.4,15.5
3268,21.65,35.6,1.4,-3.2,8.5,8.8,10.5
3269,21.66,42.3,1.8,-2.3,12.3,12.7,14.6
3270,21.675,33.6,1.0,-1.1,7.5,7.8,8.7
3271,21.685,42.3,1.8,-1.8,12.3,12.7,14.4
3272,21.7,39.6,1.3,-1.3,10.6,11.0,12.3
3273,21.71,41.1,1.6,-2.1,11.5,11.9,13.6
3274,21.725,37.8,1.0,-1.3,9.6,10.0,11.2
3275,21.735,42.5,1.1,-2.3,12.3,12.8,14.7
3276,21.75,39.1,0.4,-1.1,10.2,10.7,11.9
3277,21.76,44.8,1.6,-2.7,13.9,14.4,16.7
3278,21.775,36.6,0.7,-2.1,8.9,9.3,10.7
3279,21.785,42.5,1.1,-1.8,12.3,12.8,14.5
3280,21.8,38.9,1.2,-1.7,10.2,10.6,12.0
3281,21.81,41.8,0.3,-1.9,11.8,12.4,14.1
3282,21.825,40.7,1.5,-1.6,11.3,11.7,13.2
3283,21.835,40.4,1.4,-1.7,11.1,11.5,13.0
3284,21.85,42.2,1.7,-1.6,12.2,12.6,14.2
3285,21.86,41.1,1.6,-1.8,11.5,11.9,13.5
3286,21.875,40.4,1.4,-1.4,11.1,11.5,12.9
3287,21.885,41.5,1.6,-1.7,11.8,12.2,13.8
3288,21.91,39.7,1.3,-1.0,10.7,11.1,12.3
3289,21.925,38.6,1.1,0.2,10.0,10.4,11.1
3290,21.935,41.8,1.0,-1.4,11.9,12.4,13.9
3291,21.95,42.0,1.0,-0.4,12.0,12.5,13.6
3292,21.96,42.5,1.1,-2.3,12.3,12.8,14.7
3293,21.975,42.0,1.0,-0.2,12.0,12.5,13.5
3294,21.985,40.7,0.8,-1.6,11.2,11.7,13.2
3295,22.0,39.4,0.5,0.0,10.4,10.9,11.7
3296,22.025,37.8,1.8,-0.7,9.7,10.0,11.0
3297,22.045,38.9,1.2,-3.0,10.2,10.6,12.5
3298,22.05,43.8,1.4,-2.0,13.2,13.7,15.6
3299,22.07,39.4,2.0,-3.1,10.6,10.9,12.9
3300,22.075,42.9,0.5,-1.0,12.5,13.1,14.5
3301,22.1,42.9,1.2,-0.6,12.6,13.1,14.3
3302,22.125,44.2,0.8,-1.1,13.4,14.0,15.5
3303,22.15,44.2,1.5,-1.3,13.5,14.0,15.6
3304,22.175,45.4,1.7,-1.5,14.3,14.8,16.6
3305,22.2,42.9,1.2,-0.8,12.6,13.1,14.4
3306,22.224,36.7,1.6,-1.5,9.1,9.4,10.6
3307,22.225,40.7,0.8,-1.1,11.2,11.7,13.0
3308,22.248,39.6,1.3,-1.0,10.6,11.0,12.2
3309,22.25,45.9,1.1,-1.7,14.6,15.2,17.1
3310,22.272,40.6,1.5,-2.2,11.2,11.6,13.3
3311,22.275,42.5,1.1,-1.1,12.3,12.8,14.2
3312,22.296,39.9,0.6,-0.7,10.7,11.2,12.3
3313,22.3,41.1,0.8,-0.6,11.4,11.9,13.0
3314,22.32,36.4,-0.2,-0.4,8.7,9.2,10.0
3315,22.325,41.4,1.6,-1.5,11.7,12.1,13.6
3316,22.343000000000004,36.9,-0.1,-0.6,9.0,9.5,10.4
3317,22.35,42.5,1.1,-0.4,12.3,12.8,13.9
3318,22.366999999999997,39.1,1.2,-1.1,10.3,10.7,11.9
3319,22.375,43.5,1.3,-0.9,13.0,13.5,14.9
3320,22.391,40.6,1.5,-1.1,11.2,11.6,12.9
3321,22.4,43.2,1.3,-1.0,12.8,13.3,14.7
3322,22.415,37.5,0.9,-0.5,9.4,9.8,10.7
3323,22.425,43.5,1.3,-1.4,13.0,13.5,15.1
3324,22.439,37.7,0.9,-1.9,9.5,9.9,11.3
3325,22.45,40.2,1.4,-1.2,11.0,11.4,12.7
3326,22.463,36.0,1.4,-1.9,8.7,9.0,10.3
3327,22.475,39.7,-0.2,-0.7,10.5,11.1,12.2
3328,22.487,34.8,0.3,-0.6,8.0,8.4,9.2
3329,22.5,40.2,0.7,-1.7,10.9,11.4,12.9
3330,22.511,35.4,0.4,-1.1,8.3,8.7,9.7
3331,22.525,39.1,1.2,-1.4,10.3,10.7,12.0
3332,22.535,34.6,1.2,-1.6,8.0,8.3,9.4
3333,22.55,40.6,2.2,-2.7,11.3,11.6,13.5
3334,22.559,29.9,1.3,-0.9,6.0,6.2,6.9
3335,22.575,40.1,2.1,-1.2,11.0,11.3,12.6
3336,22.583000000000002,34.4,0.2,-1.9,7.8,8.2,9.4
3337,22.6,42.8,1.2,-1.3,12.5,13.0,14.5
3338,22.607,31.8,0.6,-0.7,6.7,7.0,7.7
3339,22.625,43.2,1.9,-1.9,12.9,13.3,15.1
3340,22.631,31.1,1.5,-0.4,6.5,6.7,7.3
3341,22.65,41.2,1.6,-1.3,11.6,12.0,13.4
3342,22.654,35.0,0.4,0.7,8.1,8.5,8.9
3343,22.675,42.5,1.8,-2.3,12.4,12.8,14.7
3344,22.678,35.2,1.3,0.4,8.3,8.6,9.1
3345,22.7,39.1,1.2,-0.8,10.3,10.7,11.8
3346,22.701999999999998,35.0,0.4,0.4,8.1,8.5,9.0
3347,22.725,42.0,1.7,-1.4,12.1,12.5,14.0
3348,22.726,34.0,0.1,0.6,7.6,8.0,8.4
3349,22.75,41.8,1.7,-1.2,12.0,12.4,13.8
3350,22.75,38.2,1.0,-0.1,9.8,10.2,11.0
3351,22.774,36.6,0.7,-0.3,8.9,9.3,10.1
3352,22.775,42.3,1.8,-1.4,12.3,12.7,14.2
3353,22.798000000000002,36.7,0.7,-1.2,9.0,9.4,10.5
3354,22.8,42.6,1.8,-2.0,12.5,12.9,14.7
3355,22.822,34.0,1.1,-0.4,7.7,8.0,8.7
3356,22.825,42.0,1.7,-1.9,12.1,12.5,14.2
3357,22.846,33.6,0.0,-0.1,7.4,7.8,8.4
3358,22.85,42.0,0.3,-1.4,11.9,12.5,14.0
3359,22.87,33.8,0.1,-0.1,7.5,7.9,8.5
3360,22.875,42.8,1.2,-1.3,12.5,13.0,14.5
3361,22.894000000000002,32.0,0.7,-0.3,6.8,7.1,7.7
3362,22.9,40.9,1.5,-1.6,11.4,11.8,13.3
3363,22.918000000000003,32.7,0.8,-0.5,7.1,7.4,8.1
3364,22.925,39.6,0.5,-1.0,10.5,11.0,12.2
3365,22.941,32.0,1.7,-1.0,6.9,7.1,7.9
3366,22.95,38.9,1.2,-1.1,10.2,10.6,11.8
3367,22.965,32.5,0.8,-0.9,7.0,7.3,8.1
3368,22.975,41.8,1.0,-0.7,11.9,12.4,13.6
3369,22.989,34.4,1.1,-1.0,7.9,8.2,9.1
3370,23.0,40.4,1.4,-0.9,11.1,11.5,12.7
3371,23.013,28.6,1.1,-1.2,5.5,5.7,6.4
3372,23.025,37.8,1.8,-0.2,9.7,10.0,10.8
3373,23.037,30.6,1.5,-1.6,6.3,6.5,7.4
3374,23.05,38.9,1.9,-1.1,10.3,10.6,11.8
3375,23.061,35.8,1.4,-2.0,8.6,8.9,10.2
3376,23.075,40.2,1.4,-2.0,11.0,11.4,13.0
3377,23.085,33.6,0.0,-1.1,7.4,7.8,8.7
3378,23.1,34.2,2.0,-0.7,7.9,8.1,8.9
3379,23.109,32.3,0.7,-1.0,6.9,7.2,8.0
3380,23.125,35.0,1.3,-1.5,8.2,8.5,9.6
3381,23.133000000000003,33.6,1.0,-2.1,7.5,7.8,9.0
3382,23.15,36.7,2.4,-1.8,9.2,9.4,10.7
3383,23.156999999999996,32.9,0.9,-1.2,7.2,7.5,8.4
3384,23.175,43.7,2.0,-0.7,13.2,13.6,14.9
3385,23.180999999999997,36.7,0.7,-0.6,9.0,9.4,10.3
3386,23.2,44.5,2.1,-0.6,13.8,14.2,15.5
3387,23.204,37.3,1.7,-2.3,9.4,9.7,11.2
3388,23.225,43.2,1.9,-0.8,12.9,13.3,14.6
3389,23.228,39.6,0.5,-1.0,10.5,11.0,12.2
3390,23.25,44.8,1.6,-1.6,13.9,14.4,16.2
3391,23.252,38.7,1.1,-1.4,10.1,10.5,11.8
3392,23.275,44.9,1.6,-2.1,14.0,14.5,16.5
3393,23.276,37.7,0.9,-0.5,9.5,9.9,10.8
3394,23.3,43.7,1.3,-2.1,13.1,13.6,15.5
3395,23.3,36.2,-0.3,0.8,8.6,9.1,9.5
3396,23.324,36.7,-0.1,-0.6,8.9,9.4,10.3
3397,23.325,39.6,1.3,-1.0,10.6,11.0,12.2
3398,23.348000000000003,36.2,0.6,0.5,8.7,9.1,9.6
3399,23.35,42.9,1.9,-1.3,12.7,13.1,14.6
3400,23.372,34.0,1.1,0.6,7.7,8.0,8.4
3401,23.375,28.1,1.0,-1.2,5.3,5.5,6.2
3402,23.396,36.2,0.6,0.2,8.7,9.1,9.7
3403,23.42,37.5,0.9,0.4,9.4,9.8,10.4
3404,23.425,36.7,1.6,-1.2,9.1,9.4,10.5
3405,23.444000000000003,36.2,-0.3,0.2,8.6,9.1,9.7
3406,23.45,38.9,1.9,0.8,10.3,10.6,11.1
3407,23.468000000000004,36.2,-0.3,1.5,8.6,9.1,9.3
3408,23.475,39.2,1.2,0.8,10.4,10.8,11.3
3409,23.491999999999997,34.0,0.1,0.6,7.6,8.0,8.4
3410,23.5,43.9,2.0,-0.7,13.4,13.8,15.1
3411,23.515,32.0,0.7,0.8,6.8,7.1,7.4
3412,23.525,41.1,1.6,0.2,11.5,11.9,12.7
3413,23.539,32.7,0.8,0.5,7.1,7.4,7.8
3414,23.55,36.7,0.7,-0.6,9.0,9.4,10.3
3415,23.563000000000002,35.2,1.3,-1.5,8.3,8.6,9.7
3416,23.575,35.6,0.5,-1.7,8.4,8.8,10.0
3417,23.587,37.5,0.9,0.1,9.4,9.8,10.5
3418,23.6,37.8,1.0,-1.0,9.6,10.0,11.1
3419,23.611,36.9,0.8,-1.2,9.1,9.5,10.6
3420,23.625,38.0,1.0,-0.7,9.7,10.1,11.1
3421,23.65,35.6,1.4,-0.8,8.5,8.8,9.7
3422,23.659000000000002,37.5,0.9,0.4,9.4,9.8,10.4
3423,23.675,42.3,1.1,-1.6,12.2,12.7,14.3
3424,23.683000000000003,35.6,1.4,1.4,8.5,8.8,9.0
3425,23.7,43.4,1.3,-1.2,12.9,13.4,14.9
3426,23.706999999999997,37.8,1.0,0.4,9.6,10.0,10.6
3427,23.725,41.4,1.6,-1.3,11.7,12.1,13.5
3428,23.730999999999998,38.2,1.0,-0.1,9.8,10.2,11.0
3429,23.75,43.9,2.0,-0.7,13.4,13.8,15.1
3430,23.755,43.8,1.4,-0.4,13.2,13.7,14.9
3431,23.775,49.7,1.9,-0.5,17.6,18.2,19.8
3432,23.779,38.9,1.2,0.2,10.2,10.6,11.3
3433,23.8,47.2,1.4,0.6,15.6,16.2,17.1
3434,23.802,37.3,0.8,0.6,9.3,9.7,10.2
3435,23.825,48.1,1.6,0.9,16.3,16.9,17.7
3436,23.826,38.2,1.0,0.2,9.8,10.2,10.9
3437,23.85,47.1,0.8,3.0,15.4,16.1,15.9
3438,23.85,32.3,1.7,1.2,7.0,7.2,7.4
3439,23.874000000000002,39.1,1.2,0.0,10.3,10.7,11.5
3440,23.875,45.4,1.0,1.6,14.2,14.8,15.2
3441,23.898000000000003,32.5,1.8,0.1,7.1,7.3,7.8
3442,23.9,44.7,0.9,2.5,13.7,14.3,14.3
3443,23.921999999999997,25.3,1.8,-0.3,4.4,4.5,4.9
3444,23.925,47.5,1.4,1.9,15.8,16.4,16.7
3445,23.945999999999998,36.2,-0.3,-0.1,8.6,9.1,9.8
3446,23.95,54.1,1.2,2.1,21.2,22.1,22.5
3447,23.97,37.5,0.1,0.4,9.3,9.8,10.4
3448,23.975,50.0,0.8,3.9,17.6,18.4,17.8
3449,23.994,34.8,-0.6,0.4,7.9,8.4,8.9
3450,24.0,50.6,1.5,3.5,18.2,18.9,18.5
3451,24.018,36.6,-0.2,0.6,8.8,9.3,9.8
3452,24.025,48.3,1.0,4.1,16.3,17.0,16.3
3453,24.041999999999998,33.4,0.0,0.2,7.3,7.7,8.2
3454,24.05,50.1,1.4,3.7,17.8,18.5,18.0
3455,24.066,38.7,0.3,-0.3,10.0,10.5,11.4
3456,24.075,44.5,0.9,2.9,13.6,14.2,14.0
3457,24.089000000000002,34.2,0.2,1.3,7.7,8.1,8.3
3458,24.1,47.1,0.8,3.7,15.4,16.1,15.6
3459,24.113000000000003,42.6,0.5,-0.4,12.3,12.9,14.0
3460,24.125,48.9,1.1,4.3,16.8,17.5,16.7
3461,24.136999999999997,43.5,0.7,0.0,12.9,13.5,14.5
3462,24.15,49.1,1.2,3.3,17.0,17.7,17.4
3463,24.160999999999998,41.7,1.0,0.0,11.8,12.3,13.2
3464,24.175,54.2,1.7,4.6,21.4,22.2,21.2
3465,24.185,40.4,0.7,0.1,11.0,11.5,12.3
3466,24.2,44.8,0.9,2.9,13.8,14.4,14.2
3467,24.209,39.6,1.3,-0.2,10.6,11.0,11.9
3468,24.225,48.1,1.6,3.0,16.3,16.9,16.7
3469,24.233,40.2,0.7,0.6,10.9,11.4,12.0
3470,24.25,46.4,1.2,3.2,15.0,15.6,15.3
3471,24.256999999999998,38.9,0.4,0.2,10.1,10.6,11.3
3472,24.275,46.3,0.6,3.4,14.8,15.5,15.1
3473,24.281,42.0,1.0,-0.4,12.0,12.5,13.6
3474,24.3,46.7,1.3,3.9,15.2,15.8,15.2
3475,24.305,40.1,-0.1,0.1,10.7,11.3,12.1
3476,24.325,52.2,1.3,4.1,19.5,20.3,19.6
3477,24.329,36.7,-0.1,-0.9,8.9,9.4,10.4
3478,24.35,51.0,1.6,3.7,18.6,19.3,18.8
3479,24.351999999999997,36.6,-0.2,-0.6,8.8,9.3,10.2
3480,24.375,38.7,1.9,-1.4,10.2,10.5,11.8
3481,24.375999999999998,34.4,0.2,-0.6,7.8,8.2,9.0
3482,24.4,40.1,0.6,-1.2,10.8,11.3,12.6
3483,24.4,34.4,1.1,0.7,7.9,8.2,8.6
3484,24.424,37.3,0.8,0.6,9.3,9.7,10.2
3485,24.425,40.7,0.8,-1.4,11.2,11.7,13.1
3486,24.448,35.0,0.4,0.1,8.1,8.5,9.1
3487,24.45,38.4,1.1,-1.2,9.9,10.3,11.5
3488,24.471999999999998,38.4,1.1,-0.1,9.9,10.3,11.1
3489,24.475,39.7,1.3,-1.8,10.7,11.1,12.6
3490,24.496,37.8,1.0,-0.2,9.6,10.0,10.8
3491,24.5,39.4,1.3,-1.6,10.5,10.9,12.3
3492,24.52,38.0,1.0,-1.0,9.7,10.1,11.2
3493,24.525,40.2,1.4,-1.5,11.0,11.4,12.8
3494,24.544,35.4,1.3,-0.8,8.4,8.7,9.6
3495,24.55,35.2,1.3,-2.1,8.3,8.6,9.9
3496,24.568,36.9,0.8,-1.5,9.1,9.5,10.7
3497,24.575,32.9,0.9,-1.2,7.2,7.5,8.4
3498,24.592,34.6,0.3,-0.9,7.9,8.3,9.2
3499,24.6,36.7,0.7,-1.5,9.0,9.4,10.6
3500,24.616,34.0,1.1,-1.0,7.7,8.0,8.9
3501,24.625,38.2,1.0,-1.5,9.8,10.2,11.5
3502,24.64,33.8,1.0,-1.7,7.6,7.9,9.0
3503,24.65,36.9,0.8,-0.9,9.1,9.5,10.5
3504,24.663,38.0,1.0,-1.8,9.7,10.1,11.5
3505,24.675,36.7,1.6,-1.2,9.1,9.4,10.5
3506,24.686999999999998,32.5,1.8,-1.3,7.1,7.3,8.2
3507,24.7,40.1,1.4,-1.2,10.9,11.3,12.6
3508,24.711,34.4,1.1,-0.3,7.9,8.2,8.9
3509,24.725,38.2,1.0,-1.0,9.8,10.2,11.3
3510,24.735,35.0,0.4,-1.5,8.1,8.5,9.6
3511,24.75,39.2,1.2,-1.9,10.4,10.8,12.3
3512,24.759,36.0,1.4,0.2,8.7,9.0,9.6
3513,24.775,41.1,0.8,-2.1,11.4,11.9,13.6
3514,24.783,35.4,1.3,-0.5,8.4,8.7,9.5
3515,24.8,37.5,0.9,-0.8,9.4,9.8,10.8
3516,24.807,33.1,0.9,-0.1,7.3,7.6,8.2
3517,24.825,34.6,1.2,-0.6,8.0,8.3,9.1
3518,24.831,35.4,0.4,0.5,8.3,8.7,9.2
3519,24.85,40.9,1.5,-2.1,11.4,11.8,13.5
3520,24.855,33.8,1.0,0.3,7.6,7.9,8.4
3521,24.875,43.4,2.0,-2.8,13.0,13.4,15.6
3522,24.879,34.2,0.2,0.7,7.7,8.1,8.5
3523,24.903000000000002,33.1,0.9,0.6,7.3,7.6,8.0
3524,24.925,39.6,1.3,-1.8,10.6,11.0,12.5
3525,24.927,32.5,0.8,0.5,7.0,7.3,7.7
3526,24.95,34.2,1.1,-0.3,7.8,8.1,8.8
3527,24.95,40.1,1.4,-1.7,10.9,11.3,12.8
3528,24.974,33.8,1.0,0.6,7.6,7.9,8.3
3529,24.975,35.2,0.4,-0.8,8.2,8.6,9.5
3530,24.998,32.7,-0.2,0.2,7.0,7.4,7.9
3531,25.0,37.5,0.9,-1.1,9.4,9.8,10.9
3532,25.022,34.2,1.1,-2.0,7.8,8.1,9.3
3533,25.025,37.1,1.6,-0.6,9.3,9.6,10.5
3534,25.046,38.0,1.0,-2.4,9.7,10.1,11.7
3535,25.05,36.6,1.5,-1.5,9.0,9.3,10.5
3536,25.07,34.8,1.2,-2.5,8.1,8.4,9.8
3537,25.075,39.6,1.3,-1.3,10.6,11.0,12.3
3538,25.094,40.9,0.8,-0.6,11.3,11.8,12.9
3539,25.1,38.6,1.1,-1.2,10.0,10.4,11.6
3540,25.118000000000002,38.6,1.1,-0.4,10.0,10.4,11.3
3541,25.125,37.7,0.9,-1.1,9.5,9.9,11.0
3542,25.142,40.4,1.4,-0.7,11.1,11.5,12.6
3543,25.15,38.4,1.1,-1.2,9.9,10.3,11.5
3544,25.166,39.9,1.3,-0.7,10.8,11.2,12.3
