,Depth CSF-B (m),Bulk density (GRA)
22233,812.857,1.5959999999999999
22234,812.882,1.597
22235,812.9069999999999,1.57
22236,812.932,1.579
22237,812.957,1.6159999999999999
22238,812.982,1.579
22239,813.007,1.6340000000000001
22240,813.0319999999999,1.659
22241,813.057,1.703
22242,813.082,1.643
22243,813.107,1.635
22244,813.132,1.5319999999999998
22245,813.1569999999999,1.589
22246,813.182,1.3459999999999999
22247,813.207,0.16399999999999998
22248,813.232,0.9690000000000001
22249,813.257,0.48700000000000004
22250,813.295,1.6640000000000001
22251,813.32,1.568
22252,813.345,1.517
22253,813.37,1.5590000000000002
22254,813.395,1.5430000000000001
22255,813.42,1.587
22256,813.445,1.663
22257,813.47,1.558
22258,813.495,1.607
22259,813.52,1.6230000000000002
22260,813.545,1.611
22261,813.57,1.6480000000000001
22262,813.595,1.611
22263,813.62,1.6030000000000002
22264,813.645,1.6580000000000001
22265,813.67,1.608
22266,813.695,1.568
22267,813.72,1.619
22268,813.745,1.659
22269,813.77,1.619
22270,813.795,1.6480000000000001
22271,813.82,1.683
22272,813.845,1.633
22273,813.87,1.59
22274,813.895,1.6119999999999999
22275,813.92,1.568
22276,813.945,1.561
22277,813.97,1.577
22278,813.995,1.554
22279,814.02,1.597
22280,814.045,1.581
22281,814.07,1.588
22282,814.095,1.578
22283,814.12,1.5859999999999999
22284,814.145,1.589
22285,814.17,1.62
22286,814.195,1.608
22287,814.22,1.588
22288,814.245,1.675
22289,814.27,1.633
22290,814.295,1.584
22291,814.32,1.61
22292,814.345,1.597
22293,814.37,0.639
22294,814.403,1.206
22295,814.428,1.5319999999999998
22296,814.453,1.569
22297,814.4780000000001,1.5490000000000002
22298,814.503,1.507
22299,814.528,1.5519999999999998
22300,814.553,1.561
22301,814.578,1.607
22302,814.6030000000001,1.567
22303,814.628,1.544
22304,814.653,1.608
22305,814.678,1.5719999999999998
22306,814.703,1.5619999999999998
22307,814.7280000000001,1.5759999999999998
22308,814.753,1.556
22309,814.778,1.614
22310,814.803,1.578
22311,814.828,1.6219999999999999
22312,814.8530000000001,1.6380000000000001
22313,814.878,1.5959999999999999
22314,814.903,1.604
22315,814.928,1.601
22316,814.953,1.615
22317,814.9780000000001,1.6019999999999999
22318,815.003,1.6219999999999999
22319,815.028,1.5959999999999999
22320,815.053,1.597
22321,815.078,1.6540000000000001
22322,815.1030000000001,1.66
22323,815.128,1.594
22324,815.153,1.581
22325,815.178,1.607
22326,815.203,1.514
22327,815.2280000000001,1.618
22328,815.253,1.569
22329,815.278,1.6840000000000002
22330,815.303,0.099
22331,815.328,1.62
22332,815.3530000000001,1.643
22333,815.378,1.6119999999999999
22334,815.403,1.508
22335,815.428,1.6230000000000002
22336,815.453,1.642
22337,815.4780000000001,1.5859999999999999
22338,815.503,1.6059999999999999
22339,815.528,1.625
22340,815.553,1.578
22341,815.578,1.507
22342,815.6030000000001,0.542
22343,815.628,-0.161
22344,815.653,-0.242
22345,815.678,-0.158
22346,816.7,0.006
22347,816.725,1.62
22348,816.75,1.567
22349,816.775,1.307
22350,816.8,1.577
22351,816.825,1.57
22352,816.85,1.6219999999999999
22353,816.875,1.6
22354,816.9,0.015
22355,816.925,1.486
22356,816.95,1.314
22357,816.975,0.504
22358,817.0,1.131
22359,817.025,0.919
22360,817.05,1.63
22361,817.075,1.5519999999999998
22362,817.1,1.5330000000000001
22363,817.125,1.575
22364,817.15,1.515
22365,817.175,1.571
22366,817.2,1.52
22367,817.225,1.5759999999999998
22368,817.25,1.555
22369,817.275,1.558
22370,817.3,1.5859999999999999
22371,817.325,1.594
22372,817.35,1.63
22373,817.375,1.569
22374,817.4,1.514
22375,817.425,1.6030000000000002
22376,817.45,1.5530000000000002
22377,817.475,1.5659999999999998
22378,817.5,1.5759999999999998
22379,817.525,1.614
22380,817.55,1.581
22381,817.575,1.581
22382,817.6,1.557
22383,817.625,1.6030000000000002
22384,817.65,1.5819999999999999
22385,817.675,1.598
22386,817.7,1.5590000000000002
22387,817.725,1.5959999999999999
22388,817.75,1.5719999999999998
22389,817.775,1.605
22390,817.8,1.5719999999999998
22391,817.825,1.5859999999999999
22392,817.85,1.5819999999999999
22393,817.875,1.5630000000000002
22394,817.9,1.561
22395,817.925,1.587
22396,817.95,1.575
22397,817.975,1.571
22398,818.0,1.535
22399,818.025,1.55
22400,818.05,1.4969999999999999
22401,818.075,1.575
22402,818.1,1.462
22403,818.1419999999999,1.831
22404,818.1669999999999,1.557
22405,818.192,1.587
22406,818.217,1.5590000000000002
22407,818.242,1.5919999999999999
22408,818.2669999999999,1.554
22409,818.2919999999999,1.57
22410,818.317,1.607
22411,818.342,1.604
22412,818.367,1.611
22413,818.3919999999999,1.567
22414,818.4169999999999,1.5830000000000002
22415,818.442,1.584
22416,818.467,1.631
22417,818.492,1.5819999999999999
22418,818.5169999999999,1.567
22419,818.5419999999999,1.624
22420,818.567,1.618
22421,818.592,1.5530000000000002
22422,818.617,1.554
22423,818.6419999999999,1.579
22424,818.6669999999999,1.5859999999999999
22425,818.692,1.594
22426,818.717,1.5859999999999999
22427,818.742,1.579
22428,818.7669999999999,1.59
22429,818.7919999999999,1.575
22430,818.817,1.5730000000000002
22431,818.842,1.5819999999999999
22432,818.867,1.599
22433,818.8919999999999,1.595
22434,818.9169999999999,1.594
22435,818.942,1.5930000000000002
22436,818.967,1.588
22437,818.992,1.5619999999999998
22438,819.0169999999999,1.569
22439,819.0419999999999,1.564
22440,819.067,1.578
22441,819.092,1.55
22442,819.117,1.567
22443,819.1419999999999,1.567
22444,819.1669999999999,1.581
22445,819.192,1.5519999999999998
22446,819.217,1.587
22447,819.242,1.5730000000000002
22448,819.2669999999999,1.567
22449,819.2919999999999,1.5390000000000001
22450,819.317,1.5859999999999999
22451,819.342,1.548
22452,819.367,1.595
22453,819.3919999999999,1.56
22454,819.4169999999999,1.601
22455,819.442,1.618
22456,819.467,1.567
22457,819.492,1.5719999999999998
22458,819.5169999999999,1.5630000000000002
22459,819.5419999999999,1.548
22460,819.567,1.551
22461,819.592,1.5619999999999998
22462,819.617,-0.115
22463,819.6360000000001,1.51
22464,819.6610000000001,1.547
22465,819.686,1.5659999999999998
22466,819.711,1.5419999999999998
22467,819.7360000000001,1.536
22468,819.7610000000001,1.504
22469,819.7860000000001,1.535
22470,819.811,1.54
22471,819.836,1.546
22472,819.8610000000001,1.561
22473,819.8860000000001,1.5659999999999998
22474,819.9110000000001,1.5330000000000001
22475,819.936,1.5919999999999999
22476,819.961,1.5290000000000001
22477,819.9860000000001,1.57
22478,820.0110000000001,1.575
22479,820.0360000000001,1.545
22480,820.061,1.5290000000000001
22481,820.086,1.537
22482,820.1110000000001,1.5419999999999998
22483,820.1360000000001,1.5490000000000002
22484,820.1610000000001,1.579
22485,820.186,1.61
22486,820.211,1.591
22487,820.2360000000001,1.558
22488,820.2610000000001,1.528
22489,820.2860000000001,1.065
22490,820.311,1.479
22491,820.336,1.5419999999999998
22492,820.3610000000001,1.54
22493,820.3860000000001,1.535
22494,820.4110000000001,1.551
22495,820.436,1.55
22496,820.461,1.555
22497,820.4860000000001,1.531
22498,820.5110000000001,1.521
22499,820.5360000000001,1.507
22500,820.561,1.524
22501,820.586,1.544
22502,820.6110000000001,1.531
22503,820.6360000000001,1.526
22504,820.6610000000001,1.554
22505,820.686,1.5190000000000001
22506,820.711,1.527
22507,820.7360000000001,1.5130000000000001
22508,820.7610000000001,1.548
22509,820.7860000000001,1.535
22510,820.811,1.528
22511,820.836,1.541
22512,820.8610000000001,1.5719999999999998
22513,820.885,1.546
22514,820.91,1.5290000000000001
22515,820.935,1.548
22516,820.96,1.54
22517,820.985,1.541
22518,821.01,1.536
22519,821.035,1.5519999999999998
22520,821.06,1.5219999999999998
22521,821.085,0.217
22522,821.1,1.4809999999999999
22523,821.125,1.7719999999999998
22524,821.15,1.545
22525,821.175,1.565
22526,821.2,1.565
22527,821.225,1.6019999999999999
22528,821.25,1.57
22529,821.275,1.526
22530,821.3,1.558
22531,821.325,1.53
22532,821.35,1.5330000000000001
22533,821.375,1.568
22534,821.4,1.5430000000000001
22535,821.425,1.556
22536,821.45,1.569
22537,821.475,1.5490000000000002
22538,821.5,1.54
22539,821.525,1.5319999999999998
22540,821.55,1.546
22541,821.575,1.5659999999999998
22542,821.6,1.541
22543,821.625,1.5230000000000001
22544,821.65,1.5530000000000002
22545,821.675,1.535
22546,821.7,1.544
22547,821.725,1.4909999999999999
22548,821.75,1.528
22549,821.775,1.54
22550,821.8,1.546
22551,821.825,1.58
22552,821.85,1.558
22553,821.875,1.506
22554,821.9,1.5390000000000001
22555,821.925,1.5330000000000001
22556,821.95,1.5430000000000001
22557,821.975,1.5419999999999998
22558,822.0,1.548
22559,822.025,1.524
22560,822.05,1.531
22561,822.075,1.5330000000000001
22562,822.1,1.556
22563,822.125,1.575
22564,822.15,1.626
22565,822.175,1.615
22566,822.2,1.5530000000000002
22567,822.225,1.56
22568,822.25,1.547
22569,822.275,1.546
22570,822.3,1.5419999999999998
22571,822.325,1.569
22572,822.35,1.546
22573,822.375,0.08199999999999999
22574,822.388,1.073
22575,822.413,1.568
22576,822.438,1.6019999999999999
22577,822.4630000000001,1.554
22578,822.488,1.5230000000000001
22579,822.513,1.535
22580,822.538,1.5659999999999998
22581,822.563,1.5659999999999998
22582,822.5880000000001,1.5719999999999998
22583,822.613,1.551
22584,822.638,1.5430000000000001
22585,822.663,1.587
22586,822.688,1.578
22587,822.7130000000001,1.569
22588,822.738,1.578
22589,822.763,1.554
22590,822.788,1.56
22591,822.813,1.57
22592,822.8380000000001,1.569
22593,822.863,1.554
22594,822.888,1.5759999999999998
22595,822.913,1.525
22596,822.938,1.547
22597,822.9630000000001,1.521
22598,822.988,1.5390000000000001
22599,823.013,1.536
22600,823.038,1.524
22601,823.063,1.546
22602,823.0880000000001,1.547
22603,823.113,1.528
22604,823.138,1.564
22605,823.163,1.5659999999999998
22606,823.188,1.501
22607,823.2130000000001,1.569
22608,823.238,1.56
22609,823.263,1.548
22610,823.288,1.5819999999999999
22611,823.313,1.531
22612,823.3380000000001,1.5290000000000001
22613,823.363,1.558
22614,823.388,1.55
22615,823.413,1.556
22616,823.438,1.5290000000000001
22617,823.4630000000001,1.55
22618,823.488,1.551
22619,823.513,1.556
22620,823.538,0.515
22621,823.567,0.723
22622,823.592,1.5530000000000002
22623,823.617,1.557
22624,823.6419999999999,1.546
22625,823.6669999999999,1.569
22626,823.692,1.541
22627,823.717,1.536
22628,823.742,1.5230000000000001
22629,823.7669999999999,1.5519999999999998
22630,823.7919999999999,1.567
22631,823.817,1.541
22632,823.842,1.58
22633,823.867,1.5659999999999998
22634,823.8919999999999,1.5730000000000002
22635,823.9169999999999,1.561
22636,823.942,1.58
22637,823.967,1.5
22638,823.992,1.567
22639,824.0169999999999,1.5519999999999998
22640,824.0419999999999,1.5490000000000002
22641,824.067,1.5659999999999998
22642,824.092,1.5219999999999998
22643,824.117,1.548
22644,824.1419999999999,1.585
22645,824.1669999999999,1.5919999999999999
22646,824.192,1.21
22647,824.217,1.5490000000000002
22648,824.242,1.61
22649,824.2669999999999,1.54
22650,824.2919999999999,1.53
22651,824.317,1.551
22652,824.342,1.679
22653,824.367,1.5
22654,824.3919999999999,1.537
22655,824.4169999999999,1.5719999999999998
22656,824.442,1.541
22657,824.467,1.54
22658,824.492,1.456
22659,824.5169999999999,1.557
22660,824.5419999999999,1.594
22661,824.567,1.665
22662,824.592,1.699
22663,824.617,1.719
22664,824.6419999999999,1.67
22665,824.6669999999999,1.624
22666,824.692,1.571
22667,824.717,1.568
22668,824.742,1.5659999999999998
22669,824.7669999999999,1.589
22670,824.7919999999999,1.568
22671,824.817,0.816
22672,824.842,1.535
22673,824.867,1.5530000000000002
22674,824.8919999999999,1.5319999999999998
22675,824.9169999999999,1.115
22676,824.942,-0.174
22677,824.967,-0.23600000000000002
22678,824.992,-0.233
22679,825.0169999999999,-0.245
22680,825.0419999999999,-0.21100000000000002
22681,825.064,0.36
22682,825.0889999999999,1.536
22683,825.1139999999999,1.538
22684,825.1389999999999,1.579
22685,825.164,1.544
22686,825.189,1.59
22687,825.2139999999999,1.536
22688,825.2389999999999,1.5419999999999998
22689,825.2639999999999,1.5430000000000001
22690,825.289,1.545
22691,825.314,1.544
22692,825.3389999999999,0.315
22693,825.3639999999999,-0.18600000000000003
22694,825.3889999999999,-0.233
22695,826.4,-0.045
22696,826.425,1.379
22697,826.45,1.528
22698,826.475,1.459
22699,826.5,0.152
22700,826.525,1.511
22701,826.55,1.48
22702,826.575,1.2830000000000001
22703,826.6,1.285
22704,826.625,1.5430000000000001
22705,826.65,0.384
22706,826.675,0.325
22707,826.7,1.568
22708,826.725,1.544
22709,826.75,1.578
22710,826.775,1.545
22711,826.8,1.5490000000000002
22712,826.825,1.534
22713,826.85,1.5190000000000001
22714,826.875,1.273
22715,826.9,1.5659999999999998
22716,826.925,1.568
22717,826.95,1.567
22718,826.975,1.5319999999999998
22719,827.0,1.525
22720,827.025,1.565
22721,827.05,1.5819999999999999
22722,827.075,1.328
22723,827.1,1.5630000000000002
22724,827.125,1.538
22725,827.15,1.579
22726,827.175,1.6030000000000002
22727,827.2,1.6269999999999998
22728,827.225,1.614
22729,827.25,0.496
22730,827.275,1.595
22731,827.3,1.599
22732,827.325,1.57
22733,827.35,1.6030000000000002
22734,827.375,1.556
22735,827.4,1.5919999999999999
22736,827.425,1.5719999999999998
22737,827.45,1.598
22738,827.475,1.6019999999999999
22739,827.5,1.59
22740,827.525,1.59
22741,827.55,1.574
22742,827.575,1.671
22743,827.6,1.754
22744,827.625,1.765
22745,827.65,1.196
22746,827.675,1.629
22747,827.7,1.645
22748,827.725,1.594
22749,827.75,1.51
22750,827.775,1.5759999999999998
22751,827.8,1.4609999999999999
22752,827.825,1.495
22753,827.85,1.455
22754,827.875,0.17
22755,827.9110000000001,0.909
22756,827.936,0.601
22757,827.961,1.463
22758,827.9860000000001,1.537
22759,828.0110000000001,1.4609999999999999
22760,828.0360000000001,1.453
22761,828.061,1.455
22762,828.086,0.877
22763,828.1110000000001,1.2
22764,828.1360000000001,0.629
22765,828.1610000000001,-0.16399999999999998
22766,828.186,-0.244
22767,828.211,-0.239
22768,828.2360000000001,-0.23
22769,828.265,1.2670000000000001
22770,828.29,1.633
22771,828.315,1.584
22772,828.34,1.587
22773,828.365,1.548
22774,828.39,1.561
22775,828.415,1.536
22776,828.44,1.5430000000000001
22777,828.465,1.5230000000000001
22778,828.49,1.5430000000000001
22779,828.515,1.5319999999999998
22780,828.54,1.5819999999999999
22781,828.565,1.528
22782,828.59,1.5330000000000001
22783,828.615,1.614
22784,828.64,1.5919999999999999
22785,828.665,1.6769999999999998
22786,828.69,1.5119999999999998
22787,828.715,1.5130000000000001
22788,828.74,1.555
22789,828.765,1.558
22790,828.79,1.55
22791,828.815,1.561
22792,828.84,1.546
22793,828.865,1.541
22794,828.89,1.604
22795,828.915,1.5919999999999999
22796,828.94,1.6869999999999998
22797,828.965,1.611
22798,828.99,1.73
22799,829.015,1.709
22800,829.04,1.666
22801,829.065,1.65
22802,829.09,1.6380000000000001
22803,829.115,1.3719999999999999
22804,829.14,1.604
22805,829.165,1.564
22806,829.19,1.5419999999999998
22807,829.215,1.534
22808,829.24,1.587
22809,829.265,1.6030000000000002
22810,829.29,1.5919999999999999
22811,829.315,1.601
22812,829.34,1.608
22813,829.365,1.632
22814,829.39,1.568
22815,829.415,1.5230000000000001
22816,829.44,1.526
22817,829.465,1.472
22818,829.49,1.598
22819,829.515,1.8769999999999998
22820,829.54,1.589
22821,829.565,1.5819999999999999
22822,829.59,1.5819999999999999
22823,829.615,1.554
22824,829.64,1.6119999999999999
22825,829.665,1.693
22826,829.69,1.4480000000000002
22827,829.712,0.609
22828,829.737,1.6469999999999998
22829,829.762,1.548
22830,829.7869999999999,1.662
22831,829.812,1.584
22832,829.837,1.541
22833,829.862,1.521
22834,829.887,1.574
22835,829.9119999999999,1.594
22836,829.937,1.587
22837,829.962,1.584
22838,829.987,1.5959999999999999
22839,830.012,1.7180000000000002
22840,830.0369999999999,1.6440000000000001
22841,830.062,1.633
22842,830.087,1.729
22843,830.112,1.6980000000000002
22844,830.137,1.6280000000000001
22845,830.1619999999999,1.6019999999999999
22846,830.187,1.604
22847,830.212,1.588
22848,830.237,1.6569999999999998
22849,830.262,1.614
22850,830.2869999999999,1.595
22851,830.312,1.595
22852,830.337,1.588
22853,830.362,1.604
22854,830.387,1.617
22855,830.4119999999999,1.594
22856,830.437,1.548
22857,830.462,1.635
22858,830.487,1.585
22859,830.512,1.6909999999999998
22860,830.5369999999999,1.561
22861,830.562,1.66
22862,830.587,1.651
22863,830.612,1.632
22864,830.637,1.611
22865,830.6619999999999,1.607
22866,830.687,1.5919999999999999
22867,830.712,1.589
22868,830.737,1.557
22869,830.762,1.531
22870,830.7869999999999,1.5330000000000001
22871,830.812,1.54
22872,830.837,1.527
22873,830.862,1.6869999999999998
22874,830.887,1.58
22875,830.9119999999999,1.544
22876,830.937,1.518
22877,830.962,1.6369999999999998
22878,830.987,0.8
22879,831.0210000000001,1.652
22880,831.046,1.597
22881,831.071,1.5430000000000001
22882,831.096,1.786
22883,831.1210000000001,1.6030000000000002
22884,831.1460000000001,1.597
22885,831.171,1.618
22886,831.196,1.636
22887,831.221,1.605
22888,831.2460000000001,1.604
22889,831.2710000000001,1.275
22890,831.296,1.51
22891,831.321,1.5659999999999998
22892,831.346,1.541
22893,831.3710000000001,1.6159999999999999
22894,831.3960000000001,1.732
22895,831.421,1.496
22896,831.446,1.605
22897,831.471,1.653
22898,831.4960000000001,1.633
22899,831.5210000000001,1.706
22900,831.546,1.8
22901,831.571,1.6230000000000002
22902,831.596,1.5230000000000001
22903,831.6210000000001,1.463
22904,831.6460000000001,1.588
22905,831.671,1.7630000000000001
22906,831.696,1.544
22907,831.721,1.515
22908,831.7460000000001,0.003
22909,831.773,1.71
22910,831.798,1.601
22911,831.823,1.601
22912,831.8480000000001,1.62
22913,831.873,1.615
22914,831.898,1.615
22915,831.923,1.6159999999999999
22916,831.948,1.6280000000000001
22917,831.9730000000001,1.618
22918,831.998,1.609
22919,832.023,1.594
22920,832.048,1.6130000000000002
22921,832.073,1.6369999999999998
22922,832.0980000000001,1.6280000000000001
22923,832.123,1.6440000000000001
22924,832.148,1.614
22925,832.173,1.646
22926,832.198,1.6159999999999999
22927,832.2230000000001,1.629
22928,832.248,1.641
22929,832.273,1.6030000000000002
22930,832.298,1.649
22931,832.323,1.659
22932,832.3480000000001,1.673
22933,832.373,1.6769999999999998
22934,832.398,1.6369999999999998
22935,832.423,1.6230000000000002
22936,832.448,1.6
22937,832.4730000000001,1.636
22938,832.498,1.6119999999999999
22939,832.523,1.631
22940,832.548,1.65
22941,832.573,1.6159999999999999
22942,832.5980000000001,1.584
22943,832.623,1.535
22944,832.648,0.813
22945,832.664,1.8430000000000002
22946,832.689,1.74
22947,832.7139999999999,1.7590000000000001
22948,832.7389999999999,1.517
22949,832.7639999999999,1.546
22950,832.789,1.5190000000000001
22951,832.814,1.511
22952,832.8389999999999,1.545
22953,832.8639999999999,1.52
22954,832.8889999999999,1.63
22955,832.914,1.726
22956,832.939,1.6159999999999999
22957,832.9639999999999,1.5830000000000002
22958,832.9889999999999,1.5619999999999998
22959,833.0139999999999,1.575
22960,833.039,1.58
22961,833.064,1.554
22962,833.0889999999999,1.6159999999999999
22963,833.1139999999999,1.599
22964,833.1389999999999,1.584
22965,833.164,1.597
22966,833.189,1.568
22967,833.2139999999999,1.548
22968,833.2389999999999,1.587
22969,833.2639999999999,1.525
22970,833.289,1.449
22971,833.314,1.465
22972,833.3389999999999,1.6480000000000001
22973,833.3639999999999,1.6030000000000002
22974,833.3889999999999,1.685
22975,833.414,1.525
22976,833.439,1.5419999999999998
22977,833.4639999999999,1.4480000000000002
22978,833.4889999999999,1.435
22979,833.5139999999999,1.515
22980,833.539,1.735
22981,833.564,1.639
22982,833.5889999999999,1.474
22983,833.6139999999999,1.567
22984,833.6389999999999,1.645
22985,833.664,1.5430000000000001
22986,833.689,1.5
22987,833.7139999999999,1.045
22988,833.7339999999999,1.578
22989,833.7589999999999,1.567
22990,833.784,1.574
22991,833.809,1.571
22992,833.834,1.585
22993,833.8589999999999,1.5830000000000002
22994,833.8839999999999,1.609
22995,833.909,1.6219999999999999
22996,833.934,1.6119999999999999
22997,833.959,1.633
22998,833.9839999999999,1.63
22999,834.0089999999999,1.617
23000,834.034,1.608
23001,834.059,1.663
23002,834.084,1.6030000000000002
23003,834.1089999999999,1.64
23004,834.1339999999999,1.632
23005,834.159,1.591
23006,834.184,1.601
23007,834.209,1.619
23008,834.2339999999999,1.633
23009,834.2589999999999,1.709
23010,834.284,1.633
23011,834.309,1.6219999999999999
23012,834.334,1.675
23013,834.3589999999999,0.20199999999999999
23014,834.3839999999999,1.5819999999999999
23015,834.409,1.795
23016,834.434,1.5830000000000002
23017,834.459,1.5330000000000001
23018,834.4839999999999,1.588
23019,834.5089999999999,1.547
23020,834.534,1.6119999999999999
23021,834.559,1.639
23022,834.584,1.4140000000000001
23023,834.6089999999999,1.462
23024,834.6339999999999,1.547
23025,834.659,1.578
23026,834.684,1.535
23027,834.709,1.4980000000000002
23028,834.7339999999999,1.295
23029,834.7589999999999,1.786
23030,834.784,1.683
23031,834.809,1.645
23032,834.834,1.749
23033,834.8589999999999,1.548
23034,834.8839999999999,1.489
23035,834.909,-0.18899999999999997
23036,834.934,-0.25
23037,834.959,-0.015
23038,836.1,0.23199999999999998
23039,836.125,1.742
23040,836.1489999999999,1.633
23041,836.174,1.515
23042,836.198,1.557
23043,836.2230000000001,1.614
23044,836.247,1.475
23045,836.2719999999999,1.551
23046,836.296,1.5830000000000002
23047,836.321,-0.013999999999999999
23048,836.345,1.2930000000000001
23049,836.37,1.489
23050,836.3939999999999,0.81
23051,836.419,0.44
23052,836.443,1.015
23053,836.4680000000001,0.28
23054,836.492,1.4709999999999999
23055,836.5169999999999,1.5430000000000001
23056,836.5419999999999,1.578
23057,836.566,1.5830000000000002
23058,836.591,1.611
23059,836.615,0.251
23060,836.64,-0.187
23061,836.664,-0.231
23062,836.689,-0.23800000000000002
23063,836.7130000000001,-0.248
23064,836.7510000000001,1.61
23065,836.7760000000001,1.5919999999999999
23066,836.8,1.5819999999999999
23067,836.825,1.5830000000000002
23068,836.8489999999999,1.571
23069,836.8739999999999,1.5719999999999998
23070,836.898,1.556
23071,836.923,1.5859999999999999
23072,836.947,1.589
23073,836.972,1.5730000000000002
23074,836.9960000000001,1.567
23075,837.0210000000001,1.58
23076,837.045,1.5730000000000002
23077,837.07,1.611
23078,837.0939999999999,1.5830000000000002
23079,837.1189999999999,1.5530000000000002
23080,837.143,1.5719999999999998
23081,837.168,1.577
23082,837.192,1.6219999999999999
23083,837.217,1.646
23084,837.2410000000001,1.598
23085,837.2660000000001,1.575
23086,837.291,1.624
23087,837.315,1.594
23088,837.34,1.15
23089,837.3639999999999,1.5859999999999999
23090,837.3889999999999,1.588
23091,837.413,1.5330000000000001
23092,837.438,1.5930000000000002
23093,837.462,1.58
23094,837.487,1.5819999999999999
23095,837.5110000000001,1.5630000000000002
23096,837.5360000000001,1.5530000000000002
23097,837.56,1.597
23098,837.585,1.578
23099,837.6089999999999,1.585
23100,837.6339999999999,1.585
23101,837.658,1.554
23102,837.683,1.581
23103,837.707,1.564
23104,837.732,1.58
23105,837.7560000000001,1.584
23106,837.7810000000001,1.589
23107,837.805,1.61
23108,837.83,1.6
23109,837.855,-0.059000000000000004
23110,837.88,1.571
23111,837.905,1.5859999999999999
23112,837.929,1.567
23113,837.954,1.574
23114,837.9780000000001,1.567
23115,838.003,1.5819999999999999
23116,838.0269999999999,1.5619999999999998
23117,838.052,1.5759999999999998
23118,838.076,1.569
23119,838.1010000000001,1.5290000000000001
23120,838.125,1.598
23121,838.15,1.554
23122,838.174,1.565
23123,838.199,1.57
23124,838.2230000000001,1.58
23125,838.248,1.5630000000000002
23126,838.2719999999999,1.5819999999999999
23127,838.297,1.585
23128,838.321,1.536
23129,838.346,1.5630000000000002
23130,838.37,1.567
23131,838.395,1.595
23132,838.419,1.5859999999999999
23133,838.444,1.5959999999999999
23134,838.4689999999999,1.571
23135,838.493,1.5830000000000002
23136,838.518,1.571
23137,838.5419999999999,1.556
23138,838.567,1.587
23139,838.591,1.5830000000000002
23140,838.6160000000001,1.5730000000000002
23141,838.64,1.57
23142,838.665,1.584
23143,838.689,1.5819999999999999
23144,838.7139999999999,1.577
23145,838.738,1.585
23146,838.763,1.5619999999999998
23147,838.7869999999999,1.594
23148,838.812,1.795
23149,838.8480000000001,1.58
23150,838.872,1.6640000000000001
23151,838.8969999999999,1.766
23152,838.921,1.506
23153,838.946,1.5919999999999999
23154,838.97,1.579
23155,838.995,1.6059999999999999
23156,839.0189999999999,1.59
23157,839.044,1.597
23158,839.068,1.6469999999999998
23159,839.0930000000001,1.625
23160,839.117,1.6059999999999999
23161,839.1419999999999,1.64
23162,839.166,1.6380000000000001
23163,839.191,1.73
23164,839.215,1.555
23165,839.24,1.617
23166,839.2639999999999,1.521
23167,839.289,1.538
23168,839.314,1.526
23169,839.3380000000001,1.558
23170,839.363,1.67
23171,839.387,1.7719999999999998
23172,839.4119999999999,1.548
23173,839.436,1.479
23174,839.461,1.456
23175,839.485,1.517
23176,839.51,1.53
23177,839.534,1.484
23178,839.559,1.454
23179,839.5830000000001,1.6969999999999998
23180,839.6080000000001,1.632
23181,839.632,1.619
23182,839.6569999999999,1.649
23183,839.681,1.584
23184,839.706,1.639
23185,839.73,1.561
23186,839.755,1.4709999999999999
23187,839.779,1.715
23188,839.804,1.5930000000000002
23189,839.828,1.537
23190,839.8530000000001,1.584
23191,839.877,1.597
23192,839.9019999999999,1.505
23193,839.926,1.338
23194,839.9630000000001,1.66
23195,839.987,1.526
23196,840.012,1.524
23197,840.0360000000001,1.608
23198,840.061,1.578
23199,840.085,1.575
23200,840.11,1.5830000000000002
23201,840.1339999999999,1.6030000000000002
23202,840.159,1.568
23203,840.183,1.571
23204,840.2080000000001,1.578
23205,840.2330000000001,1.5819999999999999
23206,840.257,1.585
23207,840.2819999999999,1.5659999999999998
23208,840.306,1.585
23209,840.331,1.609
23210,840.355,1.5930000000000002
23211,840.38,1.579
23212,840.404,1.6
23213,840.429,1.6219999999999999
23214,840.453,1.629
23215,840.4780000000001,1.619
23216,840.502,1.625
23217,840.5269999999999,1.588
23218,840.551,1.605
23219,840.576,1.598
23220,840.6,1.5719999999999998
23221,840.625,1.676
23222,840.6489999999999,1.621
23223,840.674,1.6280000000000001
23224,840.698,1.6219999999999999
23225,840.7230000000001,1.635
23226,840.747,1.6569999999999998
23227,840.7719999999999,1.618
23228,840.796,1.642
23229,840.821,1.6159999999999999
23230,840.845,1.617
23231,840.87,1.556
23232,840.8939999999999,1.607
23233,840.919,1.685
23234,840.943,0.716
23235,840.977,1.722
23236,841.0010000000001,1.651
23237,841.0260000000001,1.696
23238,841.05,1.5130000000000001
23239,841.075,1.62
23240,841.0989999999999,1.4869999999999999
23241,841.1239999999999,1.4809999999999999
23242,841.148,1.483
23243,841.173,1.517
23244,841.197,1.548
23245,841.222,1.546
23246,841.2460000000001,1.5430000000000001
23247,841.2710000000001,1.548
23248,841.295,1.5390000000000001
23249,841.32,1.565
23250,841.3439999999999,1.5519999999999998
23251,841.3689999999999,1.5759999999999998
23252,841.393,1.558
23253,841.418,1.547
23254,841.442,1.5519999999999998
23255,841.467,1.528
23256,841.4910000000001,1.078
23257,841.5160000000001,1.5419999999999998
23258,841.54,1.5759999999999998
23259,841.565,1.541
23260,841.5889999999999,1.538
23261,841.6139999999999,1.537
23262,841.638,1.561
