,Depth CSF-B (m),Bulk density (GRA)
5760,114.38600000000001,2.0540000000000003
5761,114.411,2.0669999999999997
5762,114.436,2.04
5763,114.461,2.097
5764,114.486,2.1
5765,114.51100000000001,1.885
5766,114.536,1.9369999999999998
5767,114.561,1.942
5768,114.586,1.9709999999999999
5769,114.611,2.04
5770,114.63600000000001,1.9780000000000002
5771,114.661,1.9169999999999998
5772,114.686,1.931
5773,114.711,1.946
5774,114.736,1.954
5775,114.76100000000001,1.943
5776,114.786,1.96
5777,114.811,1.9780000000000002
5778,114.836,1.9809999999999999
5779,114.861,2.0
5780,114.88600000000001,1.9809999999999999
5781,114.911,1.9880000000000002
5782,114.936,2.134
5783,114.961,2.02
5784,114.986,1.892
5785,115.01100000000001,1.9469999999999998
5786,115.036,1.9069999999999998
5787,115.061,1.922
5788,115.086,1.9480000000000002
5789,115.111,1.946
5790,115.13600000000001,1.9480000000000002
5791,115.161,1.956
5792,115.186,1.97
5793,115.206,1.719
5794,115.23100000000001,1.954
5795,115.256,1.986
5796,115.281,2.063
5797,115.306,2.029
5798,115.331,1.8730000000000002
5799,115.35600000000001,1.825
5800,115.381,1.861
5801,115.406,1.859
5802,115.431,1.85
5803,115.456,1.864
5804,115.48100000000001,1.841
5805,115.506,1.848
5806,115.531,1.8619999999999999
5807,115.556,1.84
5808,115.581,1.851
5809,115.60600000000001,1.8459999999999999
5810,115.631,1.876
5811,115.656,1.791
5812,115.681,1.6369999999999998
5813,115.706,1.6059999999999999
5814,115.73100000000001,1.63
5815,115.756,1.655
5816,115.781,1.757
5817,115.806,1.8730000000000002
5818,115.831,1.921
5819,115.85600000000001,1.942
5820,115.881,1.9780000000000002
5821,115.906,1.9580000000000002
5822,115.931,1.962
5823,115.956,1.9980000000000002
5824,115.98100000000001,1.844
5825,116.006,2.011
5826,116.031,1.929
5827,116.056,1.926
5828,116.081,1.9580000000000002
5829,116.10600000000001,1.9780000000000002
5830,116.131,1.954
5831,116.156,1.9769999999999999
5832,116.181,1.723
5833,116.20200000000001,1.871
5834,116.227,2.0340000000000003
5835,116.25200000000001,1.906
5836,116.277,1.9180000000000001
5837,116.302,1.933
5838,116.32700000000001,1.8530000000000002
5839,116.352,1.8659999999999999
5840,116.37700000000001,1.861
5841,116.402,1.855
5842,116.427,1.86
5843,116.45200000000001,1.882
5844,116.477,1.874
5845,116.50200000000001,1.94
5846,116.527,1.925
5847,116.552,1.945
5848,116.57700000000001,1.723
5849,116.602,1.587
5850,116.62700000000001,1.6059999999999999
5851,116.652,1.508
5852,116.677,1.235
5853,116.70200000000001,0.981
5854,116.727,0.8640000000000001
5855,116.75200000000001,0.83
5856,116.777,0.899
5857,116.802,1.064
5858,116.82700000000001,1.4480000000000002
5859,117.2,1.36
5860,117.225,1.465
5861,117.25,1.5530000000000002
5862,117.275,1.8030000000000002
5863,117.3,1.786
5864,117.325,1.84
5865,117.35,1.8359999999999999
5866,117.375,1.819
5867,117.399,1.8419999999999999
5868,117.42399999999999,1.859
5869,117.449,1.91
5870,117.47399999999999,1.936
5871,117.499,1.973
5872,117.524,1.931
5873,117.54899999999999,1.861
5874,117.574,1.875
5875,117.59899999999999,1.876
5876,117.624,1.8559999999999999
5877,117.649,1.871
5878,117.67399999999999,1.883
5879,117.699,1.9240000000000002
5880,117.72399999999999,1.893
5881,117.749,1.915
5882,117.773,1.931
5883,117.79799999999999,1.925
5884,117.823,1.93
5885,117.848,1.9469999999999998
5886,117.87299999999999,1.939
5887,117.898,1.964
5888,117.92299999999999,1.959
5889,117.948,1.972
5890,117.973,1.973
5891,117.99799999999999,2.004
5892,118.023,1.99
5893,118.04799999999999,2.05
5894,118.073,2.073
5895,118.098,1.776
5896,118.12299999999999,1.834
5897,118.147,1.8869999999999998
5898,118.17200000000001,1.9
5899,118.197,1.88
5900,118.22200000000001,1.889
5901,118.24700000000001,1.911
5902,118.272,1.946
5903,118.29700000000001,1.945
5904,118.322,1.96
5905,118.34700000000001,1.9580000000000002
5906,118.37200000000001,1.962
5907,118.397,1.9469999999999998
5908,118.42200000000001,2.085
5909,118.447,1.9980000000000002
5910,118.47200000000001,1.83
5911,118.49600000000001,1.91
5912,118.521,1.893
5913,118.546,1.919
5914,118.571,1.89
5915,118.596,1.786
5916,118.62100000000001,1.798
5917,118.646,1.819
5918,118.671,1.886
5919,118.696,0.581
5920,118.715,1.92
5921,118.74,1.953
5922,118.765,1.983
5923,118.79,1.818
5924,118.815,1.795
5925,118.84,1.87
5926,118.865,1.929
5927,118.89,1.962
5928,118.915,1.963
5929,118.94,1.9680000000000002
5930,118.965,1.972
5931,118.99,1.975
5932,119.015,1.946
5933,119.04,1.9680000000000002
5934,119.065,1.999
5935,119.09,1.995
5936,119.115,2.009
5937,119.14,2.005
5938,119.164,2.002
5939,119.189,1.996
5940,119.214,2.064
5941,119.23899999999999,2.05
5942,119.264,1.8840000000000001
5943,119.289,1.8880000000000001
5944,119.314,1.8940000000000001
5945,119.339,1.892
5946,119.36399999999999,1.903
5947,119.389,1.936
5948,119.414,2.002
5949,119.439,1.982
5950,119.464,1.867
5951,119.48899999999999,1.905
5952,119.514,1.923
5953,119.539,1.922
5954,119.564,1.955
5955,119.589,1.974
5956,119.61399999999999,1.9669999999999999
5957,119.639,1.9669999999999999
5958,119.663,1.9709999999999999
5959,119.68799999999999,1.959
5960,119.713,2.035
5961,119.738,2.045
5962,119.76299999999999,1.867
5963,119.788,1.8969999999999998
5964,119.81299999999999,1.885
5965,119.838,1.8980000000000001
5966,119.863,1.9180000000000001
5967,119.88799999999999,1.912
5968,119.913,1.911
5969,119.93799999999999,1.906
5970,119.963,1.902
5971,119.988,1.9169999999999998
5972,120.01299999999999,1.931
5973,120.038,1.9469999999999998
5974,120.06299999999999,1.9880000000000002
5975,120.088,1.885
5976,120.11200000000001,1.912
5977,120.137,1.911
5978,120.162,1.922
5979,120.18700000000001,1.556
5980,120.20200000000001,1.786
5981,120.227,1.925
5982,120.25200000000001,1.9169999999999998
5983,120.277,1.984
5984,120.302,2.031
5985,120.32700000000001,1.936
5986,120.351,1.8730000000000002
5987,120.376,1.869
5988,120.40100000000001,1.92
5989,120.426,1.906
5990,120.45100000000001,1.893
5991,120.476,1.8969999999999998
5992,120.501,1.926
5993,120.52600000000001,1.9240000000000002
5994,120.551,1.9509999999999998
5995,120.57600000000001,1.952
5996,120.601,1.986
5997,120.626,1.973
5998,120.65100000000001,1.983
5999,120.676,1.97
6000,120.70100000000001,1.985
6001,120.725,1.995
6002,120.75,1.995
6003,120.775,1.99
6004,120.8,2.077
6005,120.825,2.065
6006,120.85,1.82
6007,120.875,1.834
6008,120.9,1.9140000000000001
6009,120.925,1.895
6010,120.95,1.881
6011,120.975,1.871
6012,121.0,1.8659999999999999
6013,121.025,1.895
6014,121.05,1.892
6015,121.075,1.879
6016,121.09899999999999,1.88
6017,121.124,1.943
6018,121.149,1.96
6019,121.17399999999999,1.9240000000000002
6020,121.199,1.95
6021,121.22399999999999,1.972
6022,121.249,1.982
6023,121.274,1.906
6024,121.29899999999999,1.93
6025,121.324,1.95
6026,121.34899999999999,1.956
6027,121.374,1.96
6028,121.398,1.953
6029,121.42299999999999,1.9669999999999999
6030,121.448,1.965
6031,121.473,1.962
6032,121.49799999999999,1.939
6033,121.523,2.004
6034,121.695,1.263
6035,121.72,1.921
6036,121.745,1.733
6037,121.77,1.754
6038,121.795,1.849
6039,121.82,1.909
6040,121.845,1.952
6041,121.87,1.962
6042,121.89399999999999,1.936
6043,121.919,1.954
6044,121.944,1.915
6045,121.969,1.915
6046,121.994,1.931
6047,122.01899999999999,1.9509999999999998
6048,122.044,0.5770000000000001
6049,122.069,-0.165
6050,122.094,1.07
6051,122.119,1.8719999999999999
6052,122.14399999999999,1.93
6053,122.169,1.923
6054,122.194,1.9480000000000002
6055,122.219,1.969
6056,122.244,1.9469999999999998
6057,122.26899999999999,1.9969999999999999
6058,122.294,2.036
6059,122.319,2.012
6060,122.344,1.861
6061,122.369,1.879
6062,122.39299999999999,1.9340000000000002
6063,122.41799999999999,1.954
6064,122.443,1.984
6065,122.46799999999999,2.011
6066,122.493,1.9769999999999999
6067,122.51799999999999,2.003
6068,122.54299999999999,2.008
6069,122.568,2.017
6070,122.59299999999999,2.0340000000000003
6071,122.618,2.042
6072,122.64299999999999,1.911
6073,122.66799999999999,1.933
6074,122.693,1.9509999999999998
6075,122.71799999999999,1.8940000000000001
6076,122.743,1.955
6077,122.76799999999999,1.973
6078,122.79299999999999,1.986
6079,122.818,1.973
6080,122.84299999999999,1.9969999999999999
6081,122.868,1.983
6082,122.89200000000001,2.0180000000000002
6083,122.917,2.037
6084,122.94200000000001,1.923
6085,122.96700000000001,1.9469999999999998
6086,122.992,1.933
6087,123.01700000000001,1.9409999999999998
6088,123.042,1.942
6089,123.06700000000001,1.952
6090,123.09200000000001,1.9680000000000002
6091,123.117,1.9609999999999999
6092,123.14200000000001,2.0340000000000003
6093,123.167,1.972
6094,123.205,1.7269999999999999
6095,123.23,1.8969999999999998
6096,123.255,1.74
6097,123.28,1.73
6098,123.304,1.79
6099,123.329,1.879
6100,123.354,1.953
6101,123.37899999999999,1.93
6102,123.404,1.964
6103,123.429,1.965
6104,123.454,2.001
6105,123.479,0.301
6106,123.50399999999999,-0.033
6107,123.529,0.008
6108,123.554,-0.166
6109,123.579,-0.16399999999999998
6110,123.604,-0.179
6111,123.62899999999999,-0.171
6112,123.654,1.3090000000000002
6113,123.678,1.9369999999999998
6114,123.70299999999999,1.964
6115,123.728,1.9969999999999999
6116,123.75299999999999,1.999
6117,123.77799999999999,2.043
6118,123.803,1.9180000000000001
6119,123.82799999999999,1.932
6120,123.853,1.969
6121,123.87799999999999,1.9409999999999998
6122,123.90299999999999,1.959
6123,123.928,1.9580000000000002
6124,123.95299999999999,1.9569999999999999
6125,123.978,1.9909999999999999
6126,124.00299999999999,1.97
6127,124.02799999999999,1.9569999999999999
6128,124.052,1.9680000000000002
6129,124.07700000000001,1.9469999999999998
6130,124.102,1.972
6131,124.12700000000001,1.972
6132,124.152,1.994
6133,124.177,1.965
6134,124.20200000000001,2.001
6135,124.227,1.982
6136,124.25200000000001,1.985
6137,124.277,1.989
6138,124.302,1.9909999999999999
6139,124.32700000000001,1.999
6140,124.352,2.03
6141,124.37700000000001,2.008
6142,124.402,1.9969999999999999
6143,124.426,1.996
6144,124.45100000000001,1.999
6145,124.476,1.996
6146,124.501,1.9880000000000002
6147,124.52600000000001,2.035
6148,124.551,2.049
6149,124.57600000000001,2.03
6150,124.601,2.045
6151,124.626,2.041
6152,124.65100000000001,2.0540000000000003
6153,124.676,1.31
6154,124.706,2.046
6155,124.73,2.093
6156,124.755,2.101
6157,124.78,2.155
6158,124.805,2.1319999999999997
6159,124.83,1.87
6160,124.855,1.8719999999999999
6161,124.88,1.881
6162,124.905,1.8630000000000002
6163,124.93,1.867
6164,124.955,1.869
6165,124.98,1.848
6166,125.005,1.8719999999999999
6167,125.03,1.9080000000000001
6168,125.055,1.963
6169,125.079,2.021
6170,125.104,2.022
6171,125.12899999999999,2.008
6172,125.154,2.032
6173,125.179,1.9909999999999999
6174,125.204,2.016
6175,125.229,2.019
6176,125.25399999999999,2.032
6177,125.279,1.984
6178,125.304,2.03
6179,125.32799999999999,1.982
6180,125.353,0.312
6181,125.5,-0.009000000000000001
6182,125.524,0.46799999999999997
6183,125.54899999999999,1.848
6184,125.573,1.901
6185,125.59700000000001,1.8880000000000001
6186,125.62200000000001,1.9380000000000002
6187,125.646,1.776
6188,125.67,1.77
6189,125.695,1.8159999999999998
6190,125.719,1.8430000000000002
6191,125.743,1.864
6192,125.76799999999999,1.8880000000000001
6193,125.792,1.916
6194,125.816,1.8459999999999999
6195,125.84100000000001,1.851
6196,125.865,1.876
6197,125.889,1.8880000000000001
6198,125.914,1.88
6199,125.93799999999999,1.874
6200,125.962,1.8880000000000001
6201,125.98700000000001,1.8869999999999998
6202,126.01100000000001,1.889
6203,126.035,1.9140000000000001
6204,126.06,1.923
6205,126.084,2.023
6206,126.10799999999999,2.011
6207,126.133,1.86
6208,126.15700000000001,1.8980000000000001
6209,126.181,1.906
6210,126.206,1.956
6211,126.23,1.7930000000000001
6212,126.25399999999999,1.7890000000000001
6213,126.279,1.834
6214,126.303,1.8119999999999998
6215,126.32700000000001,1.723
6216,126.352,1.745
6217,126.376,1.7369999999999999
6218,126.4,1.781
6219,126.425,1.882
6220,126.449,1.936
6221,126.473,1.973
6222,126.49799999999999,1.839
6223,126.522,1.825
6224,126.546,1.839
6225,126.571,1.839
6226,126.595,1.851
6227,126.619,1.8840000000000001
6228,126.64399999999999,1.895
6229,126.66799999999999,1.88
6230,126.69200000000001,1.9240000000000002
6231,126.71700000000001,1.9280000000000002
6232,126.741,1.953
6233,126.765,2.013
6234,126.79,1.975
6235,126.814,1.847
6236,126.838,1.895
6237,126.863,1.9069999999999998
6238,126.887,1.8940000000000001
6239,126.911,1.9
6240,126.936,1.933
6241,126.96,0.585
6242,126.979,1.9569999999999999
6243,127.00299999999999,1.9680000000000002
6244,127.02799999999999,1.973
6245,127.052,1.985
6246,127.07600000000001,1.963
6247,127.101,1.953
6248,127.125,1.956
6249,127.149,1.96
6250,127.17399999999999,1.983
6251,127.198,2.044
6252,127.22200000000001,1.995
6253,127.24700000000001,1.8730000000000002
6254,127.271,1.91
6255,127.295,1.931
6256,127.32,1.94
6257,127.344,1.931
6258,127.368,1.8980000000000001
6259,127.39299999999999,1.861
6260,127.417,1.7280000000000002
6261,127.441,1.7919999999999998
6262,127.46600000000001,1.882
6263,127.49,1.8719999999999999
6264,127.514,1.88
6265,127.539,1.936
6266,127.56299999999999,1.952
6267,127.587,1.966
6268,127.61200000000001,1.78
6269,127.63600000000001,1.786
6270,127.66,1.8019999999999998
6271,127.685,1.767
6272,127.709,1.8559999999999999
6273,127.73299999999999,1.859
6274,127.758,1.895
6275,127.78200000000001,1.882
6276,127.806,1.8780000000000001
6277,127.831,1.8940000000000001
6278,127.855,1.8869999999999998
6279,127.87899999999999,1.8769999999999998
6280,127.904,1.9080000000000001
6281,127.928,1.911
6282,127.95200000000001,1.912
6283,127.977,1.9080000000000001
6284,128.001,1.9
6285,128.025,1.865
6286,128.05,1.8840000000000001
6287,128.07399999999998,1.8730000000000002
6288,128.09799999999998,1.9
6289,128.123,1.8969999999999998
6290,128.14700000000002,1.864
6291,128.171,1.8940000000000001
6292,128.195,1.9040000000000001
6293,128.22,1.899
6294,128.244,1.9580000000000002
6295,128.268,1.974
6296,128.293,1.932
6297,128.317,1.9609999999999999
6298,128.341,1.9509999999999998
6299,128.366,1.9409999999999998
6300,128.39,1.963
6301,128.414,0.557
6302,128.435,1.962
6303,128.459,1.975
6304,128.483,1.975
6305,128.50799999999998,1.936
6306,128.532,1.931
6307,128.556,1.9280000000000002
6308,128.58100000000002,1.949
6309,128.605,1.956
6310,128.629,1.963
6311,128.654,1.9240000000000002
6312,128.678,1.861
6313,128.702,1.7919999999999998
6314,128.727,1.8769999999999998
6315,128.751,1.796
6316,128.775,1.854
6317,128.8,1.88
6318,128.82399999999998,1.8969999999999998
6319,128.84799999999998,1.92
6320,128.873,1.919
6321,128.89700000000002,1.905
6322,128.921,1.936
6323,128.946,1.9280000000000002
6324,128.97,1.963
6325,128.994,1.9880000000000002
6326,129.019,1.964
6327,129.043,1.76
6328,129.067,1.7380000000000002
6329,129.092,1.765
6330,129.116,1.857
6331,129.14,1.892
6332,129.165,1.935
6333,129.189,1.935
6334,129.213,1.9669999999999999
6335,129.238,1.97
6336,129.262,1.9369999999999998
6337,129.286,1.999
6338,129.311,1.8519999999999999
6339,129.335,1.871
6340,129.359,1.8780000000000001
6341,129.384,1.8659999999999999
6342,129.408,1.8719999999999999
6343,129.43200000000002,1.87
6344,129.457,1.891
6345,129.481,1.903
6346,129.505,1.865
6347,129.53,1.879
6348,129.554,1.8730000000000002
6349,129.578,1.885
6350,129.60299999999998,1.8459999999999999
6351,129.627,0.122
6352,129.651,-0.163
6353,129.67600000000002,-0.168
6354,129.7,-0.163
6355,129.724,1.82
6356,129.749,1.8969999999999998
6357,129.773,1.89
6358,129.797,1.903
6359,129.822,1.923
6360,129.846,1.8459999999999999
6361,129.87,0.359
6362,129.89600000000002,1.9
6363,129.92,1.956
6364,129.944,1.932
6365,129.969,1.9609999999999999
6366,129.993,1.963
6367,130.017,1.9609999999999999
6368,130.042,1.9880000000000002
6369,130.066,1.9909999999999999
6370,130.09,1.985
6371,130.115,1.974
6372,130.139,1.992
6373,130.16299999999998,1.9869999999999999
6374,130.188,1.9780000000000002
6375,130.21200000000002,1.995
6376,130.236,2.003
6377,130.261,1.979
6378,130.285,1.9980000000000002
6379,130.309,1.999
6380,130.334,1.993
6381,130.358,1.9869999999999999
6382,130.382,2.006
6383,130.407,2.003
6384,130.431,2.003
6385,130.455,2.009
6386,130.48,2.004
6387,130.504,2.036
6388,130.528,2.022
6389,130.553,1.8869999999999998
6390,130.577,2.036
6391,130.601,2.055
6392,130.626,2.066
6393,130.65,2.089
6394,130.674,2.104
6395,130.69899999999998,2.096
6396,130.72299999999998,2.089
6397,130.747,2.102
6398,130.77200000000002,2.081
6399,130.796,2.079
6400,130.82,2.064
6401,130.845,2.055
6402,130.869,2.115
6403,130.893,2.135
6404,130.918,1.93
6405,130.942,1.949
6406,130.966,1.954
6407,130.99,1.94
6408,131.015,1.969
6409,131.039,2.011
6410,131.063,1.9969999999999999
6411,131.088,1.9480000000000002
6412,131.112,1.959
6413,131.136,1.972
6414,131.161,1.9809999999999999
6415,131.185,1.043
6416,131.355,1.975
6417,131.38,1.966
6418,131.404,1.975
6419,131.428,2.065
6420,131.453,2.085
6421,131.477,2.07
6422,131.501,2.044
6423,131.526,1.9269999999999998
6424,131.55,1.956
6425,131.57399999999998,1.956
6426,131.599,1.9569999999999999
6427,131.623,1.99
6428,131.64700000000002,1.984
6429,131.672,1.979
6430,131.696,1.986
6431,131.72,1.98
6432,131.745,2.0
6433,131.769,2.0
6434,131.793,1.999
6435,131.81799999999998,2.021
6436,131.842,2.052
6437,131.866,2.073
6438,131.891,2.089
6439,131.915,1.993
6440,131.939,1.922
6441,131.964,1.939
6442,131.988,1.94
6443,132.012,1.9680000000000002
6444,132.037,1.949
6445,132.061,1.96
6446,132.085,1.944
6447,132.11,1.966
6448,132.134,1.959
6449,132.158,1.966
6450,132.183,1.944
6451,132.207,1.99
6452,132.231,1.9969999999999999
6453,132.256,1.995
6454,132.28,2.026
6455,132.304,2.013
6456,132.329,2.002
6457,132.35299999999998,1.9969999999999999
6458,132.377,2.019
6459,132.40200000000002,2.028
6460,132.42600000000002,1.995
6461,132.45,2.0
6462,132.475,2.015
6463,132.499,2.008
6464,132.523,2.051
6465,132.548,2.08
6466,132.572,2.0069999999999997
6467,132.596,1.883
6468,132.621,1.892
6469,132.645,1.8769999999999998
6470,132.66899999999998,1.895
6471,132.694,1.9180000000000001
6472,132.718,1.9269999999999998
6473,132.74200000000002,1.943
6474,132.767,1.9569999999999999
6475,132.791,1.9809999999999999
6476,132.805,1.4809999999999999
6477,132.83,1.9669999999999999
6478,132.85399999999998,2.011
6479,132.878,2.037
6480,132.903,2.062
6481,132.92700000000002,2.079
6482,132.951,1.916
6483,132.976,1.9040000000000001
6484,133.0,1.9269999999999998
6485,133.024,1.916
6486,133.049,1.943
6487,133.07299999999998,1.972
6488,133.097,1.9869999999999999
6489,133.122,2.02
6490,133.14600000000002,1.8630000000000002
6491,133.171,1.858
6492,133.195,1.858
6493,133.219,1.848
6494,133.244,1.857
6495,133.268,1.865
6496,133.292,1.859
6497,133.317,1.8730000000000002
6498,133.341,1.994
6499,133.365,1.896
6500,133.39,1.9240000000000002
6501,133.414,1.9580000000000002
6502,133.438,1.8719999999999999
6503,133.463,1.959
6504,133.487,1.963
6505,133.511,2.031
6506,133.536,1.8159999999999998
6507,133.56,1.94
6508,133.584,1.962
6509,133.609,1.946
6510,133.63299999999998,1.9780000000000002
6511,133.658,1.9869999999999999
6512,133.68200000000002,1.911
6513,133.70600000000002,1.87
6514,133.731,1.8980000000000001
6515,133.755,1.8780000000000001
6516,133.779,1.885
6517,133.804,1.882
6518,133.828,1.8940000000000001
6519,133.852,1.882
6520,133.877,1.9
6521,133.901,1.9269999999999998
6522,133.925,1.903
6523,133.95,1.929
6524,133.974,1.8940000000000001
6525,133.998,1.916
6526,134.023,1.8980000000000001
6527,134.047,1.923
6528,134.071,1.916
6529,134.096,1.9069999999999998
6530,134.12,1.899
6531,134.144,1.8869999999999998
6532,134.16899999999998,1.893
6533,134.19299999999998,1.915
6534,134.217,1.919
6535,134.24200000000002,1.845
6536,134.267,1.8980000000000001
6537,134.291,1.8969999999999998
6538,134.316,1.909
6539,134.34,1.905
6540,134.364,1.896
6541,134.389,1.9140000000000001
6542,134.41299999999998,1.913
6543,134.437,1.905
6544,134.46200000000002,1.925
6545,134.486,1.932
6546,134.51,1.8780000000000001
6547,134.535,1.867
6548,134.559,1.8530000000000002
6549,134.583,1.867
6550,134.608,1.953
6551,134.632,1.9269999999999998
6552,134.656,1.9080000000000001
6553,134.68,1.895
6554,134.705,1.97
6555,134.72899999999998,1.989
6556,134.753,1.993
6557,134.778,1.989
6558,134.80200000000002,1.965
6559,134.826,1.875
6560,135.0,0.608
6561,135.025,1.601
6562,135.05,1.36
6563,135.075,1.87
6564,135.1,1.8769999999999998
6565,135.125,1.905
6566,135.15,1.9180000000000001
6567,135.175,2.1
6568,135.2,1.913
6569,135.225,1.847
6570,135.25,1.849
6571,135.275,1.876
6572,135.3,1.8659999999999999
6573,135.325,1.902
6574,135.35,1.899
6575,135.375,1.943
6576,135.4,1.9280000000000002
6577,135.425,1.925
6578,135.45,2.028
6579,135.475,2.023
6580,135.5,1.8519999999999999
6581,135.525,1.86
6582,135.55,1.879
6583,135.575,1.903
6584,135.6,1.923
6585,135.625,1.922
6586,135.65,1.932
6587,135.675,1.966
6588,135.7,1.962
6589,135.725,2.05
6590,135.75,2.048
6591,135.775,1.8840000000000001
6592,135.8,1.899
6593,135.825,1.9280000000000002
6594,135.85,1.895
6595,135.875,1.92
6596,135.9,1.9709999999999999
6597,135.925,1.891
6598,135.95,1.895
6599,135.975,1.936
6600,136.0,1.9380000000000002
6601,136.025,1.849
6602,136.05,1.906
6603,136.075,1.9080000000000001
6604,136.1,1.92
6605,136.125,1.956
6606,136.15,1.9980000000000002
6607,136.175,1.972
6608,136.2,1.9709999999999999
6609,136.225,1.9809999999999999
6610,136.25,2.049
6611,136.275,2.085
6612,136.3,1.8769999999999998
6613,136.325,1.895
6614,136.35,1.903
6615,136.375,1.9169999999999998
6616,136.4,1.944
6617,136.425,1.915
6618,136.45,1.944
6619,136.475,1.9809999999999999
6620,136.5,0.7090000000000001
6621,136.52100000000002,2.01
6622,136.546,1.926
6623,136.571,1.933
6624,136.596,1.935
6625,136.621,1.945
6626,136.64600000000002,1.942
6627,136.671,1.946
6628,136.696,1.935
6629,136.721,1.935
6630,136.746,1.94
6631,136.77100000000002,1.97
6632,136.796,1.9709999999999999
6633,136.821,1.979
6634,136.846,1.973
6635,136.871,1.983
6636,136.89600000000002,1.9769999999999999
6637,136.921,1.9769999999999999
6638,136.946,2.004
6639,136.971,2.01
6640,136.996,1.9980000000000002
6641,137.02100000000002,2.017
6642,137.046,2.011
6643,137.071,2.009
6644,137.096,1.995
6645,137.121,2.04
6646,137.14600000000002,1.8659999999999999
6647,137.171,1.9269999999999998
6648,137.196,1.921
6649,137.221,1.91
6650,137.246,1.936
6651,137.27100000000002,1.96
6652,137.296,1.976
6653,137.321,1.983
6654,137.346,1.99
6655,137.371,2.032
6656,137.39600000000002,2.074
6657,137.421,1.8319999999999999
6658,137.446,1.886
6659,137.471,1.8940000000000001
6660,137.496,1.838
6661,137.52100000000002,1.845
6662,137.546,1.854
6663,137.571,1.861
6664,137.596,1.8419999999999999
6665,137.621,1.8459999999999999
6666,137.64600000000002,1.8530000000000002
6667,137.671,1.864
6668,137.696,1.859
6669,137.721,1.851
6670,137.746,1.8619999999999999
6671,137.77100000000002,1.8530000000000002
6672,137.796,1.854
6673,137.821,1.879
6674,137.846,1.9080000000000001
6675,137.871,1.864
6676,137.89600000000002,1.3730000000000002
6677,137.905,1.645
6678,137.93,1.571
6679,137.955,1.604
6680,137.98,1.821
6681,138.005,1.8519999999999999
6682,138.03,1.86
6683,138.055,1.8319999999999999
6684,138.08,1.844
6685,138.105,1.805
6686,138.13,1.817
6687,138.155,1.838
6688,138.18,1.848
6689,138.205,1.841
6690,138.23,1.828
6691,138.255,1.905
6692,138.28,1.841
6693,138.305,1.8769999999999998
6694,138.33,1.8869999999999998
6695,138.355,1.909
6696,138.38,1.9169999999999998
6697,138.405,1.92
6698,138.43,1.931
6699,138.455,1.939
6700,138.48,1.906
6701,138.505,1.9180000000000001
6702,138.53,1.955
6703,138.555,1.956
6704,138.58,1.98
6705,138.605,1.962
6706,138.63,1.962
6707,138.655,1.973
6708,138.68,1.996
6709,138.705,1.985
6710,138.73,2.0269999999999997
6711,138.755,2.045
6712,138.78,1.8880000000000001
6713,138.805,1.9040000000000001
6714,138.83,1.9380000000000002
6715,138.855,1.956
6716,138.88,1.979
6717,138.905,2.0269999999999997
6718,138.93,1.9869999999999999
6719,138.955,2.01
6720,138.98,2.008
6721,139.005,1.999
6722,139.03,2.031
6723,139.055,2.022
6724,139.08,2.025
6725,139.105,2.06
6726,139.13,2.115
6727,139.155,2.081
6728,139.18,1.942
6729,139.205,1.962
6730,139.23,1.932
6731,139.263,1.936
6732,139.28799999999998,1.9240000000000002
6733,139.314,1.9240000000000002
6734,139.339,1.905
6735,139.363,1.919
6736,139.388,1.9340000000000002
6737,139.41299999999998,1.9509999999999998
6738,139.439,2.046
6739,139.464,1.96
6740,139.488,1.929
6741,139.513,1.933
6742,139.53799999999998,1.9509999999999998
6743,139.564,1.972
6744,139.589,1.972
6745,139.613,2.042
6746,139.638,1.936
6747,139.66299999999998,1.965
6748,139.689,1.946
6749,139.714,1.942
6750,139.738,1.9509999999999998
6751,139.763,1.9680000000000002
6752,139.78799999999998,1.98
6753,139.814,1.973
6754,139.839,2.001
6755,139.863,1.9909999999999999
6756,139.888,2.02
6757,139.91299999999998,2.05
6758,139.939,2.102
6759,139.964,1.891
6760,139.988,1.9269999999999998
6761,140.013,1.9480000000000002
6762,140.03799999999998,1.975
6763,140.064,1.984
6764,140.089,1.982
6765,140.113,2.006
6766,140.138,2.037
6767,140.16299999999998,2.089
6768,140.189,1.932
6769,140.214,1.92
6770,140.238,1.931
6771,140.263,1.933
6772,140.28799999999998,1.953
6773,140.314,1.973
6774,140.339,1.9680000000000002
6775,140.363,1.9780000000000002
6776,140.388,1.9669999999999999
6777,140.41299999999998,1.992
6778,140.438,1.995
6779,140.463,2.0709999999999997
6780,140.488,2.073
6781,140.513,1.9240000000000002
6782,140.53799999999998,1.943
6783,140.563,1.9369999999999998
6784,140.588,1.9869999999999999
6785,140.755,1.551
6786,140.78,1.795
6787,140.805,1.919
6788,140.83,1.9809999999999999
6789,140.855,1.96
6790,140.88,1.9769999999999999
6791,140.905,2.019
6792,140.93,2.138
6793,140.955,1.9169999999999998
6794,140.98,1.921
6795,141.005,1.959
6796,141.03,1.975
6797,141.055,2.015
6798,141.08,1.9569999999999999
6799,141.105,1.9709999999999999
6800,141.13,1.966
6801,141.155,1.9680000000000002
6802,141.18,1.994
6803,141.205,1.986
6804,141.23,2.006
6805,141.255,2.025
6806,141.28,2.015
6807,141.305,2.005
6808,141.33,2.019
6809,141.355,2.043
6810,141.38,2.024
6811,141.405,2.033
6812,141.43,2.031
6813,141.455,2.035
6814,141.48,2.0780000000000003
6815,141.505,2.056
6816,141.53,2.039
