,Depth CSF-B (m),Magnetic susceptibility (instr. units)
1238,8.718,30.0
1239,8.721,39.8
1240,8.732999999999999,38.0
1241,8.738999999999999,23.0
1242,8.743,30.6
1243,8.746,37.0
1244,8.758,36.4
1245,8.764,23.0
1246,8.767000000000001,32.0
1247,8.771,35.0
1248,8.783,32.2
1249,8.788,24.8
1250,8.792,33.0
1251,8.796,33.0
1252,8.808,28.4
1253,8.812999999999999,26.8
1254,8.816,32.2
1255,8.82,29.4
1256,8.833,30.6
1257,8.838,26.8
1258,8.841000000000001,29.8
1259,8.845,26.6
1260,8.857999999999999,32.0
1261,8.863,25.4
1262,8.866,28.6
1263,8.87,25.0
1264,8.883,32.4
1265,8.888,25.6
1266,8.89,28.6
1267,8.895,22.0
1268,8.908,31.4
1269,8.913,26.8
1270,8.915,27.8
1271,8.933,27.8
1272,8.937999999999999,27.2
1273,8.939,27.2
1274,8.958,28.6
1275,8.963,27.2
1276,8.964,27.8
1277,8.982999999999999,30.6
1278,8.987,30.0
1279,8.988999999999999,30.2
1280,9.008,31.4
1281,9.012,32.0
1282,9.012,24.0
1283,9.013,32.0
1284,9.033,30.6
1285,9.037,33.2
1286,9.037,32.4
1287,9.038,32.6
1288,9.058,31.6
1289,9.062000000000001,33.8
1290,9.062000000000001,45.6
1291,9.062000000000001,31.6
1292,9.083,33.4
1293,9.087,34.4
1294,9.087,30.2
1295,9.087,55.4
1296,9.107999999999999,34.6
1297,9.111,26.4
1298,9.112,67.8
1299,9.112,32.4
1300,9.133,33.0
1301,9.136000000000001,29.0
1302,9.137,81.8
1303,9.137,19.2
1304,9.158,31.2
1305,9.161,32.8
1306,9.162,99.6
1307,9.183,31.4
1308,9.185,32.8
1309,9.187000000000001,108.4
1310,9.21,33.0
1311,9.212,75.6
1312,9.224,34.0
1313,9.234,34.0
1314,9.236,58.6
1315,9.249,36.4
1316,9.259,34.0
1317,9.261000000000001,57.6
1318,9.274,37.8
1319,9.283999999999999,34.2
1320,9.286,65.0
1321,9.3,38.0
1322,9.308,35.2
1323,9.311,68.8
1324,9.324,38.8
1325,9.333,34.4
1326,9.336,57.0
1327,9.349,35.2
1328,9.357000000000001,34.6
1329,9.361,40.0
1330,9.374,33.0
1331,9.382,34.4
1332,9.386000000000001,31.6
1333,9.399,33.0
1334,9.406,35.0
1335,9.411,29.0
1336,9.425,33.8
1337,9.431000000000001,34.6
1338,9.436,30.4
1339,9.449,35.0
1340,9.456,32.4
1341,9.461,26.6
1342,9.474,37.0
1343,9.48,31.8
1344,9.486,24.6
1345,9.499,38.0
1346,9.505,31.8
1347,9.511000000000001,23.2
1348,9.524,37.6
1349,9.529,32.8
1350,9.536,23.6
1351,9.55,38.6
1352,9.554,36.0
1353,9.561,24.2
1354,9.574,39.0
1355,9.579,38.6
1356,9.586,24.6
1357,9.599,38.2
1358,9.603,40.2
1359,9.61,24.8
1360,9.624,35.8
1361,9.628,40.6
1362,9.635,26.2
1363,9.649,36.4
1364,9.652000000000001,39.2
1365,9.66,23.0
1366,9.675,35.4
1367,9.677,37.6
1368,9.685,21.8
1369,9.699,36.2
1370,9.701,35.2
1371,9.71,21.0
1372,9.724,36.0
1373,9.726,31.6
1374,9.735,21.2
1375,9.749,36.0
1376,9.751,27.8
1377,9.76,21.8
1378,9.774,36.8
1379,9.775,32.0
1380,9.785,22.4
1381,9.8,33.4
1382,9.8,38.0
1383,9.81,24.0
1384,9.824,39.4
1385,9.824,31.2
1386,9.835,24.8
1387,9.849,39.8
1388,9.849,28.6
1389,9.86,24.4
1390,9.874,35.4
1391,9.874,27.4
1392,9.885,24.0
1393,9.898,28.6
1394,9.899,32.0
1395,9.91,24.0
1396,9.923,32.6
1397,9.925,32.0
1398,9.934,21.6
1399,9.947000000000001,31.4
1400,9.949,33.8
1401,9.959,22.6
1402,9.972000000000001,30.8
1403,9.974,34.6
1404,9.984,22.4
1405,9.996,31.8
1406,9.999,34.2
1407,10.009,22.4
1408,10.021,32.4
1409,10.024,35.0
1410,10.033999999999999,25.4
1411,10.046,31.8
1412,10.05,34.8
1413,10.059,35.0
1414,10.07,31.6
1415,10.074,34.4
1416,10.084,43.0
1417,10.095,33.2
1418,10.099,34.6
1419,10.109,44.0
1420,10.119,34.8
1421,10.124,35.0
1422,10.134,37.0
1423,10.144,34.4
1424,10.149,34.6
1425,10.158999999999999,37.6
1426,10.168,35.2
1427,10.174,33.4
1428,10.184,41.6
1429,10.193,37.0
1430,10.199,33.2
1431,10.209,45.0
1432,10.218,38.0
1433,10.224,33.0
1434,10.234,45.6
1435,10.242,39.0
1436,10.249,32.6
1437,10.259,48.4
1438,10.267000000000001,39.0
1439,10.274000000000001,34.8
1440,10.284,56.0
1441,10.290999999999999,33.2
1442,10.299000000000001,35.0
1443,10.308,74.2
1444,10.315999999999999,31.8
1445,10.324000000000002,34.0
1446,10.333,96.0
1447,10.34,31.8
1448,10.349,31.8
1449,10.357999999999999,105.4
1450,10.365,32.0
1451,10.374,31.0
1452,10.383,64.4
1453,10.39,31.8
1454,10.399000000000001,31.0
1455,10.414000000000001,36.0
1456,10.424000000000001,30.2
1457,10.439,37.4
1458,10.449000000000002,31.2
1459,10.463,38.6
1460,10.474,32.2
1461,10.488,39.2
1462,10.499,32.2
1463,10.512,32.4
1464,10.513,41.0
1465,10.524000000000001,31.0
1466,10.537,39.6
1467,10.537,26.0
1468,10.549000000000001,30.8
1469,10.562000000000001,25.2
1470,10.562000000000001,37.0
1471,10.574000000000002,32.2
1472,10.585999999999999,33.0
1473,10.587,26.8
1474,10.599,32.4
1475,10.607999999999999,31.2
1476,10.612,27.8
1477,10.624,31.6
1478,10.632,34.8
1479,10.637,28.2
1480,10.649000000000001,31.6
1481,10.657,33.4
1482,10.661,29.0
1483,10.674000000000001,32.8
1484,10.682,34.6
1485,10.686,29.6
1486,10.699000000000002,30.6
1487,10.706,36.2
1488,10.710999999999999,30.8
1489,10.716,27.0
1490,10.731,36.6
1491,10.735999999999999,32.6
1492,10.741,31.4
1493,10.755,36.6
1494,10.761,31.2
1495,10.765999999999998,33.8
1496,10.78,37.4
1497,10.786,31.6
1498,10.790999999999999,34.4
1499,10.805,38.8
1500,10.811,27.0
1501,10.815999999999999,35.8
1502,10.829,39.2
1503,10.835999999999999,19.2
1504,10.841,36.2
1505,10.854000000000001,37.2
1506,10.860999999999999,15.8
1507,10.866,34.2
1508,10.878,33.4
1509,10.886,24.6
1510,10.890999999999998,31.0
1511,10.902999999999999,33.0
1512,10.911,26.4
1513,10.915999999999999,27.2
1514,10.927999999999999,34.2
1515,10.936,26.4
1516,10.940999999999999,25.2
1517,10.952,35.2
1518,10.96,26.4
1519,10.966,25.2
1520,10.977,34.4
1521,10.985,25.6
1522,10.991,30.4
1523,11.001,35.0
1524,11.01,28.2
1525,11.015999999999998,31.4
1526,11.026,35.6
1527,11.035,29.0
1528,11.040999999999999,30.6
1529,11.050999999999998,35.2
1530,11.06,29.8
1531,11.065999999999999,31.0
1532,11.075,34.2
1533,11.085,30.4
1534,11.091,32.0
1535,11.1,34.0
1536,11.11,31.6
1537,11.116,32.2
1538,11.124,34.8
1539,11.135,33.4
1540,11.140999999999998,32.2
1541,11.149000000000001,34.4
1542,11.16,36.4
1543,11.165999999999999,31.4
1544,11.174000000000001,33.8
1545,11.185,38.2
1546,11.190999999999999,30.8
1547,11.198,33.4
1548,11.21,39.4
1549,11.216,31.0
1550,11.222999999999999,33.0
1551,11.235,41.4
1552,11.241,29.8
1553,11.247,32.2
1554,11.259,40.4
1555,11.265999999999998,29.2
1556,11.272,32.0
1557,11.284,38.0
1558,11.290999999999999,28.4
1559,11.297,34.4
1560,11.309000000000001,54.0
1561,11.315999999999999,27.4
1562,11.321,36.0
1563,11.334000000000001,100.8
1564,11.341,25.8
1565,11.345999999999998,35.2
1566,11.359000000000002,91.4
1567,11.366,28.4
1568,11.37,33.8
1569,11.384,51.6
1570,11.390999999999998,32.0
1571,11.395,32.4
1572,11.409,38.2
1573,11.415999999999999,35.2
1574,11.42,31.4
1575,11.434000000000001,36.0
1576,11.440999999999999,34.2
1577,11.444,31.4
1578,11.459000000000001,35.0
1579,11.466,32.0
1580,11.469000000000001,31.4
1581,11.482999999999999,35.4
1582,11.491,29.4
1583,11.493,30.8
1584,11.508,36.2
1585,11.515999999999998,30.0
1586,11.517999999999999,31.0
1587,11.533,38.2
1588,11.540999999999999,30.6
1589,11.543,31.4
1590,11.558,37.0
1591,11.565999999999999,30.8
1592,11.567,31.6
1593,11.583,35.4
1594,11.591,28.8
1595,11.592,31.4
1596,11.607999999999999,33.2
1597,11.616,28.0
1598,11.616,32.8
1599,11.633,31.0
1600,11.640999999999998,33.0
1601,11.640999999999998,29.0
1602,11.658,29.8
1603,11.665,32.4
1604,11.665999999999999,30.0
1605,11.683,30.0
1606,11.69,32.2
1607,11.690999999999999,30.8
1608,11.708,30.2
1609,11.715,32.6
1610,11.716,30.8
1611,11.732999999999999,32.0
1612,11.739,32.8
1613,11.741,29.8
1614,11.758,33.6
1615,11.764000000000001,31.2
1616,11.765999999999998,29.0
1617,11.782,35.8
1618,11.788,32.4
1619,11.790999999999999,26.4
1620,11.807,35.0
1621,11.812999999999999,34.4
1622,11.815999999999999,26.2
1623,11.832,34.0
1624,11.838,36.2
1625,11.841,26.6
1626,11.857000000000001,32.6
1627,11.862,35.8
1628,11.866,28.0
1629,11.882,29.8
1630,11.887,35.0
1631,11.890999999999998,29.6
1632,11.911,33.4
1633,11.915999999999999,30.2
1634,11.936,31.6
1635,11.940999999999999,30.0
1636,11.960999999999999,31.8
1637,11.966,30.0
1638,11.985,31.8
1639,11.991,31.0
1640,12.004000000000001,34.2
1641,12.01,30.8
1642,12.015999999999998,31.4
1643,12.029000000000002,39.0
1644,12.034,30.4
1645,12.040999999999999,32.6
1646,12.052999999999999,32.8
1647,12.059000000000001,28.0
1648,12.065999999999999,31.8
1649,12.078,37.0
1650,12.079,23.8
1651,12.091,30.4
1652,12.103,37.0
1653,12.104000000000001,28.4
1654,12.116,26.0
1655,12.128,36.2
1656,12.128,30.4
1657,12.140999999999998,14.8
1658,12.152999999999999,36.0
1659,12.152999999999999,31.6
1660,12.177999999999999,36.4
1661,12.177999999999999,32.2
1662,12.202,32.2
1663,12.203,37.0
1664,12.227,31.6
1665,12.228,34.8
1666,12.251,31.0
1667,12.253,32.6
1668,12.276,31.0
1669,12.277999999999999,35.2
1670,12.3,31.0
1671,12.302999999999999,37.2
1672,12.325,30.0
1673,12.328,38.0
1674,12.35,29.2
1675,12.352,39.0
1676,12.374,27.0
1677,12.377,40.8
1678,12.399000000000001,27.2
1679,12.402000000000001,40.6
1680,12.423,31.8
1681,12.427,39.0
1682,12.448,34.6
1683,12.452,36.4
1684,12.472000000000001,35.0
1685,12.477,31.8
1686,12.497,34.8
1687,12.502,31.4
1688,12.522,33.0
1689,12.527000000000001,33.8
1690,12.546,30.2
1691,12.552,34.2
1692,12.571,30.0
1693,12.577,34.0
1694,12.595,31.0
1695,12.602,30.2
1696,12.62,31.0
1697,12.627,29.0
1698,12.644,31.0
1699,12.651,36.8
1700,12.669,29.6
1701,12.675999999999998,40.4
1702,12.694,27.8
1703,12.7,15.6
1704,12.700999999999999,33.8
1705,12.718,26.6
1706,12.725,28.8
1707,12.725999999999999,33.2
1708,12.743,28.6
1709,12.75,31.6
1710,12.751,33.0
1711,12.767000000000001,30.2
1712,12.775,31.2
1713,12.776,33.2
1714,12.792,30.0
1715,12.8,30.8
1716,12.800999999999998,32.0
1717,12.815999999999999,28.6
1718,12.825,30.2
1719,12.825999999999999,31.2
1720,12.841,27.8
1721,12.85,29.2
1722,12.850999999999999,32.2
1723,12.866,27.0
1724,12.875,26.0
1725,12.876,35.4
1726,12.89,26.4
1727,12.9,26.0
1728,12.901,38.6
1729,12.915,26.6
1730,12.925,28.2
1731,12.925,39.2
1732,12.939,27.0
1733,12.95,29.8
1734,12.95,38.6
1735,12.964,27.8
1736,12.975,38.6
1737,12.975,30.8
1738,12.988,28.0
1739,13.0,39.6
1740,13.0,29.6
1741,13.013,28.8
1742,13.025,41.0
1743,13.025,29.4
1744,13.038,31.0
1745,13.05,41.2
1746,13.05,29.6
1747,13.062000000000001,33.0
1748,13.075,28.2
1749,13.075,36.8
1750,13.087,34.4
1751,13.1,28.2
1752,13.1,35.0
1753,13.110999999999999,35.2
1754,13.125,34.6
1755,13.125,28.8
1756,13.136,33.0
1757,13.15,35.4
1758,13.15,29.0
1759,13.16,29.0
1760,13.175,37.0
1761,13.175,30.0
1762,13.185,29.0
1763,13.2,38.4
1764,13.2,32.0
1765,13.21,30.0
1766,13.224,39.0
1767,13.225,33.0
1768,13.234000000000002,30.0
1769,13.249,39.4
1770,13.25,32.6
1771,13.259,30.0
1772,13.274000000000001,41.2
1773,13.275,32.6
1774,13.283,28.8
1775,13.299000000000001,40.4
1776,13.3,32.0
1777,13.308,27.0
1778,13.324000000000002,38.6
1779,13.325,30.4
1780,13.332,26.8
1781,13.349,35.4
1782,13.35,31.0
1783,13.357000000000001,28.0
1784,13.374,30.6
1785,13.375,33.2
1786,13.382,28.6
1787,13.4,35.6
1788,13.405999999999999,27.8
1789,13.425,37.4
1790,13.431,26.4
1791,13.45,36.2
1792,13.469000000000001,26.8
1793,13.475,35.2
1794,13.494000000000002,31.4
1795,13.495999999999999,32.4
1796,13.5,35.4
1797,13.519,34.0
1798,13.520999999999999,35.4
1799,13.525,33.2
1800,13.543,35.0
1801,13.546,37.8
1802,13.55,31.0
1803,13.568,37.0
1804,13.571,38.8
1805,13.575,31.0
1806,13.592,32.0
1807,13.595999999999998,38.8
1808,13.6,31.8
1809,13.617,45.6
1810,13.620999999999999,36.6
1811,13.625,32.0
1812,13.640999999999998,51.0
1813,13.645,32.8
1814,13.65,32.0
1815,13.665999999999999,49.6
1816,13.67,32.4
1817,13.675,32.8
1818,13.690999999999999,44.8
1819,13.695,34.8
1820,13.7,33.8
1821,13.715,42.6
1822,13.72,36.0
1823,13.725,33.4
1824,13.74,42.6
1825,13.745,36.4
1826,13.75,31.0
1827,13.764000000000001,45.8
1828,13.77,34.6
1829,13.775,29.6
1830,13.789000000000001,50.0
1831,13.795,35.6
1832,13.8,29.0
1833,13.814,49.4
1834,13.82,35.0
1835,13.825,28.8
1836,13.838,43.6
1837,13.845,34.6
1838,13.85,29.4
1839,13.863,38.0
1840,13.87,34.4
1841,13.875,27.8
1842,13.887,35.6
1843,13.895,34.8
1844,13.9,26.6
1845,13.912,35.0
1846,13.92,35.0
1847,13.925,26.4
1848,13.937000000000001,35.6
1849,13.945,35.0
1850,13.95,28.2
1851,13.960999999999999,33.4
1852,13.97,35.8
1853,13.975,31.8
1854,13.985999999999999,32.6
1855,13.995,36.0
1856,14.0,28.4
1857,14.01,29.6
1858,14.019,34.6
1859,14.025,24.0
1860,14.035,25.2
1861,14.044,36.8
1862,14.05,25.6
1863,14.06,13.2
1864,14.069,37.4
1865,14.075,28.8
1866,14.094000000000001,36.4
1867,14.1,31.8
1868,14.119000000000002,32.6
1869,14.125,31.4
1870,14.144,32.2
1871,14.15,28.8
1872,14.169,31.4
1873,14.175,26.8
1874,14.194,30.0
1875,14.2,21.0
1876,14.219000000000001,30.4
1877,14.22,23.6
1878,14.244000000000002,30.6
1879,14.245,26.4
1880,14.269,32.4
1881,14.27,26.8
1882,14.294,33.0
1883,14.295,27.0
1884,14.319,32.0
1885,14.32,25.8
1886,14.343,31.2
1887,14.345,24.4
1888,14.368,31.6
1889,14.37,24.0
1890,14.392999999999999,32.4
1891,14.395,23.6
1892,14.418,32.6
1893,14.42,23.6
1894,14.443,33.0
1895,14.445,23.6
1896,14.468,33.0
1897,14.47,23.6
1898,14.493,33.6
1899,14.495,23.8
1900,14.517999999999999,34.6
1901,14.52,25.4
1902,14.543,34.8
1903,14.545,28.4
1904,14.568,38.2
1905,14.57,31.8
1906,14.593,38.6
1907,14.595,33.4
1908,14.618,37.8
1909,14.62,38.4
1910,14.642999999999999,38.4
1911,14.645,43.8
1912,14.668,37.2
1913,14.67,46.2
1914,14.692,34.0
1915,14.695,36.8
1916,14.717,33.2
1917,14.72,29.0
1918,14.742,33.0
1919,14.745,27.6
1920,14.767000000000001,33.0
1921,14.77,29.2
1922,14.792,33.2
1923,14.795,39.0
1924,14.817,33.0
1925,14.82,46.8
1926,14.842,32.0
1927,14.845,47.0
1928,14.867,28.0
1929,14.87,44.0
1930,14.895,45.4
1931,14.92,51.2
1932,14.945,61.8
1933,14.97,77.4
1934,14.982999999999999,27.8
1935,14.995,110.2
1936,15.008,33.2
1937,15.02,153.0
1938,15.033,33.8
1939,15.045,190.8
1940,15.058,33.0
1941,15.07,149.4
1942,15.083,32.0
1943,15.095,65.0
1944,15.107999999999999,29.6
1945,15.12,37.6
1946,15.132,29.4
1947,15.145,31.6
1948,15.157,28.4
1949,15.17,28.8
1950,15.182,32.0
1951,15.195,27.6
1952,15.207,35.0
1953,15.22,27.2
1954,15.232000000000001,34.8
1955,15.245,27.8
1956,15.257,33.4
1957,15.27,28.0
1958,15.282,31.2
1959,15.295,28.2
1960,15.307,31.8
1961,15.32,28.2
1962,15.332,32.8
1963,15.345,28.2
1964,15.357000000000001,34.0
1965,15.37,28.2
1966,15.382,35.4
1967,15.395,28.4
1968,15.407,33.0
1969,15.42,28.6
1970,15.431,32.0
1971,15.445,30.2
1972,15.456,32.0
1973,15.47,34.2
1974,15.481,32.4
1975,15.495,42.0
1976,15.505999999999998,32.4
1977,15.52,58.2
1978,15.530999999999999,32.0
1979,15.545,84.4
1980,15.556,31.0
1981,15.57,87.0
1982,15.581,30.0
1983,15.595,55.0
1984,15.606,29.0
1985,15.62,41.8
1986,15.630999999999998,28.6
1987,15.645,35.6
1988,15.655999999999999,29.2
1989,15.67,27.2
1990,15.681,32.8
1991,15.695,20.0
1992,15.706,31.4
1993,15.709000000000001,19.8
1994,15.731,30.6
1995,15.734000000000002,26.8
1996,15.755,31.4
1997,15.759,29.6
1998,15.78,32.2
1999,15.784,31.8
2000,15.805,34.4
2001,15.809000000000001,32.4
2002,15.83,35.4
2003,15.834000000000001,29.8
2004,15.855,34.4
2005,15.859000000000002,27.0
2006,15.88,28.6
2007,15.884,26.8
2008,15.909,29.8
2009,15.934000000000001,32.4
2010,15.959000000000001,34.8
2011,15.984000000000002,34.4
2012,15.994000000000002,28.4
2013,16.009,33.2
2014,16.019000000000002,29.6
2015,16.034000000000002,33.0
2016,16.044,29.0
2017,16.059,34.2
2018,16.069000000000003,28.0
2019,16.084,33.4
2020,16.094,28.0
2021,16.109,32.4
2022,16.119,29.0
2023,16.134,32.8
2024,16.144000000000002,29.6
2025,16.159000000000002,33.2
2026,16.169,29.2
2027,16.184,33.2
2028,16.192999999999998,27.8
2029,16.209,33.0
2030,16.218,26.6
2031,16.234,32.0
2032,16.243,28.0
2033,16.259,32.0
2034,16.268,29.4
2035,16.284000000000002,33.4
2036,16.293,32.0
2037,16.309,33.0
2038,16.317999999999998,35.2
2039,16.334,32.8
2040,16.343,39.0
2041,16.359,33.4
2042,16.368,45.6
2043,16.384,31.2
2044,16.393,58.4
2045,16.409000000000002,31.0
2046,16.418,66.0
2047,16.434,31.4
2048,16.442999999999998,69.6
2049,16.459,31.0
2050,16.468,65.8
2051,16.484,31.2
2052,16.492,51.8
2053,16.509,32.6
2054,16.517,44.2
2055,16.534000000000002,33.6
2056,16.542,42.8
2057,16.559,32.6
2058,16.567,42.6
2059,16.584,30.8
2060,16.592,41.0
2061,16.609,28.6
2062,16.617,39.8
2063,16.634,29.8
2064,16.642,37.0
2065,16.659000000000002,32.8
2066,16.667,35.2
2067,16.684,36.0
2068,16.692,34.8
2069,16.709,36.2
2070,16.717,35.0
2071,16.734,35.4
2072,16.742,35.2
2073,16.759,35.2
2074,16.767,33.0
2075,16.784000000000002,34.8
2076,16.791,23.2
2077,16.809,33.4
2078,16.834,31.6
2079,16.859,31.2
2080,16.884,31.6
2081,16.909000000000002,32.4
2082,16.934,34.4
2083,16.959,34.2
2084,16.984,36.0
2085,17.009,35.4
2086,17.034000000000002,34.0
2087,17.059,33.4
2088,17.084,32.8
2089,17.109,32.6
2090,17.134,33.0
2091,17.159000000000002,34.0
2092,17.184,32.6
2093,17.204,30.0
2094,17.229,32.8
2095,17.254,32.8
2096,17.279,31.6
2097,17.304000000000002,32.0
2098,17.329,41.4
2099,17.354,51.6
2100,17.379,50.8
2101,17.404,46.4
2102,17.429000000000002,43.2
2103,17.454,41.8
2104,17.479,43.8
2105,17.504,42.4
2106,17.529,39.0
2107,17.554000000000002,37.2
2108,17.579,36.4
2109,17.604,36.4
2110,17.629,36.0
2111,17.654,35.8
2112,17.679000000000002,35.2
2113,17.704,35.0
2114,17.729,35.6
2115,17.754,34.4
2116,17.779,31.8
2117,17.804000000000002,31.0
2118,17.829,31.0
2119,17.854,30.4
2120,17.879,29.8
2121,17.904,29.2
2122,17.929000000000002,29.0
2123,17.954,31.2
2124,17.979,44.4
2125,18.004,60.4
2126,18.029,83.0
2127,18.054000000000002,95.4
2128,18.079,76.8
2129,18.104,73.8
2130,18.129,68.0
2131,18.154,59.0
2132,18.179000000000002,52.8
2133,18.204,49.0
2134,18.229,42.2
2135,18.254,38.4
2136,18.279,35.4
2137,18.304000000000002,34.6
2138,18.329,35.6
2139,18.354,36.2
2140,18.379,35.4
2141,18.404,32.0
2142,18.429000000000002,28.2
2143,18.454,23.6
2144,18.479,21.4
2145,18.504,21.0
2146,18.529,18.0
2147,18.554000000000002,17.8
2148,18.579,21.8
2149,18.604,28.6
2150,18.629,31.8
2151,18.654,32.6
2152,18.679000000000002,31.0
2153,18.717,26.8
2154,18.742,30.0
2155,18.767,30.0
2156,18.792,29.6
2157,18.817,28.8
2158,18.842,28.0
2159,18.867,29.0
2160,18.892,30.6
2161,18.917,31.8
2162,18.942,33.4
2163,18.967,34.8
2164,18.992,37.4
2165,19.017,42.6
2166,19.042,51.4
2167,19.067,63.2
2168,19.092,72.8
2169,19.117,75.4
2170,19.142,68.2
2171,19.167,49.8
2172,19.192,38.0
2173,19.217,42.0
2174,19.242,65.4
2175,19.267,97.6
2176,19.292,106.6
2177,19.317,103.6
2178,19.342,107.4
2179,19.367,107.4
2180,19.392,97.6
2181,19.417,83.2
2182,19.442,66.0
2183,19.467,41.2
2184,19.492,27.6
2185,19.517,23.0
2186,19.542,23.0
2187,19.567,26.4
2188,19.592,37.0
2189,19.617,48.4
2190,19.642,55.6
2191,19.667,52.2
2192,19.692,43.0
2193,19.717,36.4
2194,19.742,32.4
2195,19.767,29.8
2196,19.792,28.4
2197,19.817,28.6
2198,19.842,38.0
2199,19.867,52.6
2200,19.892,57.8
2201,19.917,78.8
2202,19.942,124.0
2203,19.967,188.8
2204,19.992,271.6
2205,20.017,335.2
2206,20.042,303.2
2207,20.067,220.4
2208,20.092,166.8
2209,20.117,120.4
2210,20.142,81.0
2211,20.167,57.0
2212,20.192,49.4
2213,20.208,65.0
2214,20.233,117.0
2215,20.258,155.6
2216,20.283,149.4
2217,20.308,119.0
2218,20.333,100.0
2219,20.358,80.0
2220,20.383,59.0
2221,20.408,48.2
2222,20.433,43.8
2223,20.458,42.6
2224,20.483,53.0
2225,20.508000000000003,73.4
2226,20.533,79.2
2227,20.558000000000003,71.0
2228,20.583000000000002,56.6
2229,20.608,42.0
2230,20.633000000000003,30.2
2231,20.658,22.4
2232,20.683000000000003,18.0
2233,20.708000000000002,15.6
2234,20.733,14.4
2235,20.758000000000003,12.8
2236,20.783,12.2
2237,20.808000000000003,11.2
2238,20.833000000000002,11.2
2239,20.858,10.8
2240,20.883000000000003,11.0
2241,20.906999999999996,10.0
2242,20.933000000000003,10.0
2243,20.956999999999997,9.8
2244,20.982,9.6
2245,21.008000000000003,9.0
2246,21.031999999999996,7.4
2247,21.058000000000003,9.4
2248,21.081999999999997,9.2
2249,21.107,9.4
2250,21.133000000000003,9.8
2251,21.156999999999996,10.0
2252,21.183000000000003,10.8
2253,21.206999999999997,11.8
2254,21.233,15.0
2255,21.258000000000003,21.8
2256,21.281999999999996,26.4
2257,21.308000000000003,26.2
2258,21.331999999999997,27.6
2259,21.358,26.4
2260,21.383000000000003,25.4
2261,21.406999999999996,24.4
2262,21.43,29.8
2263,21.454,33.8
2264,21.479,35.0
2265,21.504,34.6
2266,21.529,33.4
2267,21.554000000000002,33.4
2268,21.579,33.2
2269,21.604,32.0
2270,21.629,32.4
2271,21.654,35.0
2272,21.679000000000002,37.6
2273,21.704,38.0
2274,21.729,38.2
2275,21.754,40.4
2276,21.779,49.4
2277,21.804000000000002,55.6
2278,21.829,59.6
2279,21.854,58.8
2280,21.879,57.2
2281,21.904,56.0
2282,21.929000000000002,46.2
2283,21.954,34.8
2284,21.979,27.0
2285,22.004,17.4
2286,22.2,19.6
2287,22.224,31.2
2288,22.248,35.2
2289,22.272,39.0
2290,22.296,43.2
2291,22.32,49.2
2292,22.343000000000004,52.8
2293,22.366999999999997,52.6
2294,22.391,44.4
2295,22.415,33.0
2296,22.439,28.4
2297,22.463,27.6
2298,22.487,28.0
2299,22.511,29.2
2300,22.535,30.4
2301,22.559,31.6
2302,22.583000000000002,32.0
2303,22.607,33.0
2304,22.631,30.8
2305,22.654,25.2
2306,22.678,21.2
2307,22.701999999999998,19.6
2308,22.726,19.2
2309,22.75,21.0
2310,22.774,23.6
2311,22.798000000000002,27.0
2312,22.822,30.0
2313,22.846,29.0
2314,22.87,27.6
2315,22.894000000000002,29.0
2316,22.918000000000003,29.8
2317,22.941,30.0
2318,22.965,30.6
2319,22.989,30.0
2320,23.013,30.4
2321,23.037,29.8
2322,23.061,31.0
2323,23.085,31.2
2324,23.109,30.2
2325,23.133000000000003,29.2
2326,23.156999999999996,28.6
2327,23.18,27.4
2328,23.204,26.4
2329,23.228,25.8
2330,23.252,25.0
2331,23.276,24.8
2332,23.3,24.4
2333,23.324,23.8
2334,23.348000000000003,22.6
2335,23.372,21.4
2336,23.396,22.0
2337,23.42,23.6
2338,23.444000000000003,24.0
2339,23.467,23.0
2340,23.491,24.4
2341,23.515,25.4
2342,23.539,26.4
2343,23.563000000000002,33.2
2344,23.587,42.0
2345,23.611,40.0
2346,23.635,35.6
2347,23.656999999999996,49.6
2348,23.68,60.0
2349,23.704,60.4
2350,23.728,59.0
2351,23.752,62.8
2352,23.776,70.8
2353,23.8,86.0
2354,23.824,100.6
2355,23.848000000000003,118.2
2356,23.872,149.6
2357,23.896,212.4
2358,23.92,262.2
2359,23.944000000000003,166.8
2360,23.967,67.0
2361,23.991,41.2
2362,24.015,33.2
2363,24.039,29.2
2364,24.063000000000002,24.6
2365,24.087,26.0
2366,24.111,38.0
2367,24.135,39.0
2368,24.159000000000002,32.2
2369,24.183000000000003,31.0
2370,24.206999999999997,37.2
2371,24.230999999999998,43.8
2372,24.254,47.8
2373,24.278000000000002,51.8
2374,24.302,57.2
2375,24.326,49.4
2376,24.35,28.0
2377,24.374000000000002,14.6
2378,24.398000000000003,12.2
2379,24.421999999999997,11.0
2380,24.445999999999998,10.8
2381,24.47,11.6
2382,24.494,13.0
2383,24.518,13.6
2384,24.541,15.8
2385,24.565,18.0
2386,24.589000000000002,20.4
2387,24.613000000000003,23.0
2388,24.636999999999997,28.4
2389,24.660999999999998,35.4
2390,24.685,42.2
2391,24.709,54.6
2392,24.733,70.0
2393,24.756999999999998,69.6
2394,24.781,45.8
2395,24.804000000000002,27.4
2396,24.828000000000003,22.8
2397,24.851999999999997,22.0
2398,24.875999999999998,24.4
2399,24.9,24.0
2400,24.924,23.2
2401,24.948,24.0
2402,24.971999999999998,21.8
2403,24.996,23.8
2404,25.02,26.8
2405,25.044,26.0
2406,25.068,21.6
2407,25.081,21.4
2408,25.105,25.6
