"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Magnetic susceptibility (instr. units)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","D","16","H","5","","53.0","141.280","141.280","38.60","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","55.5","141.305","141.305","38.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","58.0","141.330","141.330","38.80","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","60.5","141.355","141.355","38.80","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","63.0","141.380","141.380","39.40","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","65.5","141.405","141.405","39.40","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","68.0","141.430","141.430","39.60","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","70.5","141.455","141.455","40.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","73.0","141.480","141.480","40.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","75.5","141.505","141.505","40.40","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","78.0","141.530","141.530","40.20","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","80.5","141.555","141.555","40.80","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","83.0","141.580","141.580","42.60","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","85.5","141.605","141.605","48.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","88.0","141.630","141.630","68.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","90.5","141.655","141.655","97.40","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","93.0","141.680","141.680","81.40","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","95.5","141.705","141.705","63.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","97.9","141.730","141.730","55.20","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","100.4","141.755","141.755","51.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","102.9","141.780","141.780","49.20","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","105.4","141.804","141.804","46.20","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","107.9","141.829","141.829","42.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","110.4","141.855","141.855","39.80","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","112.9","141.880","141.880","39.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","115.4","141.905","141.905","39.60","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","117.9","141.929","141.929","41.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","120.4","141.954","141.954","43.20","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","122.9","141.980","141.980","47.20","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","125.4","142.005","142.005","48.40","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","127.9","142.030","142.030","48.80","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","130.4","142.054","142.054","48.40","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","132.9","142.079","142.079","46.20","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","135.4","142.105","142.105","44.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","137.9","142.130","142.130","42.80","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","140.4","142.155","142.155","42.40","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","142.9","142.179","142.179","42.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","145.4","142.204","142.204","41.40","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","5","","147.9","142.230","142.230","38.00","2014-02-02 16:43:10","MS90_695","WRMSL","SECT5319361","55632991","","",""
"349","U1431","D","16","H","6","","0.2","142.252","142.252","33.00","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","2.7","142.277","142.277","39.20","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","5.2","142.302","142.302","41.60","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","7.7","142.327","142.327","41.80","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","10.2","142.352","142.352","42.20","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","12.7","142.377","142.377","42.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","15.2","142.402","142.402","43.80","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","17.7","142.427","142.427","50.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","20.2","142.452","142.452","57.00","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","22.7","142.477","142.477","57.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","25.2","142.502","142.502","55.00","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","27.7","142.527","142.527","47.60","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","30.2","142.552","142.552","40.80","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","32.7","142.577","142.577","43.00","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","35.2","142.602","142.602","57.00","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","37.7","142.627","142.627","61.60","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","40.2","142.652","142.652","59.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","42.7","142.677","142.677","52.20","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","45.2","142.702","142.702","42.00","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","47.7","142.727","142.727","38.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","50.2","142.752","142.752","38.60","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","52.7","142.777","142.777","38.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","55.2","142.802","142.802","38.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","57.7","142.827","142.827","38.60","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","60.2","142.852","142.852","38.60","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","62.7","142.877","142.877","38.20","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","65.2","142.902","142.902","38.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","67.7","142.927","142.927","37.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","70.2","142.952","142.952","36.00","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","72.7","142.977","142.977","35.20","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","75.2","143.002","143.002","35.60","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","77.7","143.027","143.027","36.00","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","80.2","143.052","143.052","36.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","82.7","143.077","143.077","36.80","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","85.2","143.102","143.102","37.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","87.7","143.127","143.127","37.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","90.2","143.152","143.152","37.60","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","92.7","143.177","143.177","37.80","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","95.2","143.202","143.202","37.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","97.7","143.227","143.227","35.40","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","6","","100.2","143.252","143.252","30.00","2014-02-02 16:51:03","MS90_695","WRMSL","SECT5319391","55633951","","",""
"349","U1431","D","16","H","7","","1.5","143.275","143.275","32.40","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","4.0","143.300","143.300","37.20","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","6.5","143.325","143.325","39.00","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","9.0","143.350","143.350","40.20","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","11.5","143.375","143.375","41.80","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","14.0","143.400","143.400","44.40","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","16.5","143.425","143.425","51.60","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","19.0","143.450","143.450","61.40","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","21.5","143.475","143.475","65.20","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","24.0","143.500","143.500","65.20","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","26.5","143.525","143.525","62.40","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","29.0","143.550","143.550","58.60","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","31.5","143.575","143.575","54.20","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","34.0","143.600","143.600","50.00","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","36.5","143.625","143.625","46.40","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","39.0","143.650","143.650","43.40","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","41.5","143.675","143.675","42.60","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","44.0","143.700","143.700","47.20","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","46.5","143.725","143.725","56.20","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","49.0","143.750","143.750","61.00","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","51.5","143.775","143.775","61.40","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","54.0","143.800","143.800","55.80","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","56.5","143.825","143.825","46.40","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","59.0","143.850","143.850","39.20","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","61.5","143.875","143.875","35.80","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","64.0","143.900","143.900","35.00","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","66.5","143.925","143.925","34.80","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","69.0","143.950","143.950","34.80","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","71.5","143.975","143.975","35.00","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","74.0","144.000","144.000","33.60","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","76.5","144.025","144.025","31.60","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","79.0","144.050","144.050","28.60","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","81.5","144.075","144.075","25.00","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","84.0","144.100","144.100","19.00","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","16","H","7","","86.5","144.125","144.125","9.00","2014-02-02 17:17:51","MS90_695","WRMSL","SECT5319421","55638491","","",""
"349","U1431","D","17","H","1","","2.5","144.225","144.225","27.60","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","5.0","144.250","144.250","36.00","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","7.5","144.275","144.275","41.00","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","10.0","144.300","144.300","36.40","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","12.5","144.325","144.325","35.00","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","15.0","144.350","144.350","34.00","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","17.5","144.375","144.375","34.80","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","20.0","144.400","144.400","35.00","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","22.5","144.425","144.425","34.20","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","25.0","144.450","144.450","34.60","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","27.5","144.475","144.475","33.00","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","30.0","144.500","144.500","32.00","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","32.5","144.525","144.525","32.40","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","35.0","144.550","144.550","31.20","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","37.5","144.575","144.575","31.60","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","40.0","144.600","144.600","33.00","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","42.5","144.625","144.625","33.20","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","1","","45.0","144.650","144.650","32.00","2014-02-02 17:27:24","MS90_695","WRMSL","SECT5319871","55638851","NOT ORIENTED","",""
"349","U1431","D","17","H","2","","2.3","144.673","144.673","46.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","4.8","144.698","144.698","62.40","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","7.3","144.723","144.723","62.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","9.8","144.748","144.748","58.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","12.3","144.773","144.773","50.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","14.8","144.798","144.798","44.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","17.3","144.823","144.822","39.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","19.8","144.848","144.847","37.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","22.3","144.873","144.872","34.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","24.8","144.898","144.897","33.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","27.3","144.923","144.922","32.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","29.8","144.948","144.947","29.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","32.3","144.973","144.972","24.60","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","34.8","144.998","144.997","21.60","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","37.3","145.023","145.022","22.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","39.8","145.048","145.047","24.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","42.3","145.073","145.072","40.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","44.8","145.098","145.097","85.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","47.3","145.123","145.122","124.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","49.8","145.148","145.147","144.40","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","52.3","145.173","145.172","135.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","54.8","145.198","145.197","108.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","57.3","145.223","145.222","75.60","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","59.8","145.248","145.247","53.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","62.3","145.273","145.272","42.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","64.8","145.298","145.297","36.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","67.3","145.323","145.322","36.60","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","69.8","145.348","145.347","38.40","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","72.3","145.373","145.372","38.40","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","74.8","145.398","145.397","40.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","77.3","145.423","145.422","45.60","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","79.8","145.448","145.447","59.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","82.3","145.473","145.472","66.40","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","84.8","145.498","145.497","63.40","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","87.3","145.523","145.522","56.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","89.8","145.548","145.547","48.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","92.3","145.573","145.571","42.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","94.8","145.598","145.596","39.40","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","97.3","145.623","145.621","38.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","99.8","145.648","145.646","38.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","102.3","145.673","145.671","41.60","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","104.8","145.698","145.696","47.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","107.3","145.722","145.721","47.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","109.8","145.748","145.746","43.60","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","112.3","145.773","145.771","41.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","114.8","145.798","145.796","36.80","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","117.3","145.823","145.821","35.60","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","119.8","145.847","145.846","36.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","122.3","145.873","145.871","39.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","124.8","145.898","145.896","42.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","127.3","145.923","145.921","42.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","129.8","145.948","145.946","40.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","132.3","145.972","145.971","38.20","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","134.8","145.998","145.996","38.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","137.3","146.023","146.021","37.40","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","139.8","146.048","146.046","37.60","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
"349","U1431","D","17","H","2","","142.3","146.073","146.071","38.00","2014-02-02 17:39:12","MS90_695","WRMSL","SECT5319901","55648471","","",""
