"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Magnetic susceptibility (instr. units)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","D","31","X","2","","146.7","277.767","277.722","16.00","2014-02-03 20:12:03","MS90_695","WRMSL","SECT5332751","55967671","","",""
"349","U1431","D","31","X","2","","149.2","277.792","277.746","14.00","2014-02-03 20:12:03","MS90_695","WRMSL","SECT5332751","55967671","","",""
"349","U1431","D","31","X","3","","0.0","277.800","277.754","6.20","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","2.5","277.825","277.779","13.20","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","5.0","277.850","277.803","15.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","7.5","277.875","277.828","16.60","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","10.0","277.900","277.853","16.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","12.5","277.925","277.877","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","15.0","277.950","277.902","15.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","17.5","277.975","277.926","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","20.0","278.000","277.951","15.20","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","22.5","278.025","277.976","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","25.0","278.050","278.000","16.20","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","27.5","278.075","278.025","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","30.0","278.100","278.050","16.20","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","32.5","278.125","278.074","16.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","35.0","278.150","278.099","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","37.5","278.175","278.124","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","40.0","278.200","278.148","15.60","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","42.5","278.225","278.173","15.60","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","45.0","278.250","278.197","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","47.5","278.275","278.222","15.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","50.0","278.300","278.247","15.60","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","52.5","278.325","278.271","15.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","55.0","278.350","278.296","15.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","57.5","278.375","278.321","15.60","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","60.0","278.400","278.345","15.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","62.5","278.425","278.370","15.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","65.0","278.450","278.394","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","67.5","278.475","278.419","15.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","70.0","278.500","278.444","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","72.5","278.525","278.468","15.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","75.0","278.550","278.493","15.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","77.5","278.575","278.518","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","80.0","278.600","278.542","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","82.5","278.625","278.567","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","85.0","278.650","278.592","16.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","87.5","278.675","278.616","16.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","90.0","278.700","278.641","15.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","92.5","278.725","278.665","15.20","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","95.0","278.750","278.690","15.60","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","97.5","278.775","278.715","14.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","100.0","278.800","278.739","15.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","102.5","278.825","278.764","15.20","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","105.0","278.850","278.788","15.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","107.5","278.875","278.813","15.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","110.0","278.900","278.838","14.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","112.5","278.925","278.862","15.20","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","115.0","278.950","278.887","17.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","117.5","278.975","278.912","19.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","120.0","279.000","278.936","19.40","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","122.5","279.025","278.961","19.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","125.0","279.050","278.985","24.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","127.5","279.075","279.010","23.60","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","130.0","279.100","279.035","21.60","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","132.5","279.125","279.059","21.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","135.0","279.150","279.084","20.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","137.5","279.175","279.109","21.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","140.0","279.200","279.133","21.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","142.5","279.225","279.158","20.60","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","145.0","279.250","279.183","20.80","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","147.5","279.275","279.207","21.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","3","","150.0","279.300","279.232","19.00","2014-02-03 20:34:49","MS90_695","WRMSL","SECT5332781","55971021","","",""
"349","U1431","D","31","X","4","","1.5","279.315","279.247","20.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","4.1","279.341","279.272","22.60","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","6.6","279.365","279.296","23.60","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","9.1","279.391","279.321","25.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","11.6","279.416","279.346","23.60","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","14.1","279.440","279.370","27.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","16.5","279.466","279.395","33.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","19.0","279.490","279.420","36.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","21.5","279.516","279.444","36.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","24.0","279.541","279.469","37.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","26.5","279.565","279.493","36.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","29.0","279.591","279.518","36.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","31.5","279.615","279.543","36.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","34.0","279.641","279.567","38.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","36.5","279.666","279.592","38.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","39.0","279.690","279.617","38.60","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","41.5","279.716","279.641","38.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","44.0","279.740","279.666","40.60","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","46.5","279.766","279.690","47.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","49.0","279.791","279.715","49.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","51.5","279.815","279.740","45.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","54.0","279.841","279.764","42.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","56.5","279.865","279.789","37.60","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","59.0","279.891","279.813","34.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","61.5","279.916","279.838","33.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","64.1","279.940","279.863","35.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","66.6","279.966","279.887","36.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","69.1","279.990","279.912","37.60","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","71.6","280.016","279.937","37.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","74.1","280.041","279.961","36.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","76.6","280.065","279.986","35.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","79.1","280.091","280.010","35.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","81.5","280.115","280.035","35.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","84.0","280.140","280.060","34.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","86.5","280.165","280.084","33.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","89.0","280.190","280.109","33.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","91.5","280.215","280.133","33.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","94.0","280.240","280.158","34.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","96.5","280.265","280.183","36.60","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","99.0","280.290","280.207","39.40","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","101.5","280.315","280.232","40.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","104.0","280.340","280.256","39.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","106.5","280.365","280.281","37.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","109.0","280.390","280.306","37.20","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","111.5","280.415","280.330","37.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","114.0","280.440","280.355","37.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","116.5","280.465","280.380","37.60","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","119.0","280.490","280.404","38.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","121.5","280.515","280.429","39.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","124.0","280.540","280.453","40.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","126.5","280.565","280.478","46.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","129.0","280.590","280.503","55.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","131.5","280.615","280.527","57.80","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","4","","134.0","280.640","280.552","53.00","2014-02-03 20:44:50","MS90_695","WRMSL","SECT5332811","55973711","","",""
"349","U1431","D","31","X","5","","1.2","280.812","280.721","50.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","3.7","280.837","280.745","45.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","6.2","280.862","280.770","44.20","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","8.7","280.887","280.794","42.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","11.2","280.912","280.819","38.20","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","13.7","280.937","280.844","38.20","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","16.2","280.962","280.868","45.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","18.7","280.987","280.893","50.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","21.2","281.012","280.917","47.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","23.7","281.037","280.942","43.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","26.2","281.062","280.967","46.20","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","28.7","281.087","280.991","57.80","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","31.2","281.112","281.016","63.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","33.7","281.137","281.041","58.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","36.2","281.162","281.065","50.60","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","38.7","281.187","281.090","44.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","41.2","281.212","281.114","41.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","43.7","281.237","281.139","40.20","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","46.2","281.262","281.164","41.60","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","48.7","281.287","281.188","47.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","51.2","281.312","281.213","53.80","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","53.7","281.337","281.237","54.80","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","56.2","281.362","281.262","51.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","58.7","281.387","281.287","46.60","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","61.2","281.412","281.311","44.80","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","63.7","281.437","281.336","44.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","66.2","281.462","281.361","43.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","68.7","281.487","281.385","43.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","71.2","281.512","281.410","43.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","73.7","281.537","281.434","46.60","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","76.2","281.562","281.459","59.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","78.7","281.587","281.484","68.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","81.2","281.612","281.508","67.20","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","83.7","281.637","281.533","66.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","86.2","281.662","281.557","67.60","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","88.7","281.687","281.582","61.80","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","91.2","281.712","281.607","51.20","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","93.7","281.737","281.631","46.80","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","96.2","281.762","281.656","42.60","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","98.7","281.786","281.680","42.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","101.2","281.812","281.705","53.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","103.7","281.837","281.730","59.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","106.2","281.862","281.754","58.20","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","108.7","281.887","281.779","53.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","111.2","281.911","281.803","49.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","113.7","281.937","281.828","47.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","116.2","281.962","281.853","46.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","118.7","281.987","281.877","44.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","121.2","282.012","281.902","42.80","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","123.7","282.036","281.927","47.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","126.2","282.062","281.951","54.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","128.6","282.087","281.976","52.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","131.1","282.112","282.000","46.60","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","133.6","282.137","282.025","40.60","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","136.1","282.161","282.050","38.80","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","138.6","282.187","282.074","40.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","141.1","282.212","282.099","44.20","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","143.6","282.237","282.123","53.00","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","146.1","282.262","282.148","55.60","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","5","","148.6","282.286","282.173","47.40","2014-02-03 20:56:12","MS90_695","WRMSL","SECT5332841","55978311","","",""
"349","U1431","D","31","X","6","","0.2","282.302","282.188","41.20","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","2.7","282.327","282.213","42.00","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","5.2","282.352","282.237","40.40","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","7.7","282.377","282.262","39.60","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","10.2","282.402","282.287","41.40","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","12.7","282.427","282.311","51.00","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","15.2","282.452","282.336","69.60","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","17.7","282.477","282.361","76.00","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","20.2","282.502","282.385","74.00","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","22.7","282.527","282.410","73.60","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","25.2","282.552","282.434","77.80","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","27.7","282.577","282.459","85.00","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","30.2","282.602","282.484","89.40","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","32.7","282.627","282.508","95.60","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
"349","U1431","D","31","X","6","","35.2","282.652","282.533","102.40","2014-02-03 21:07:06","MS90_695","WRMSL","SECT5332871","55983781","","",""
