"Exp","Site","Hole","Core","Type","Sect","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","NGR total counts (cps)","Error (cps)","Relative Error","Timestamp (UTC)","Instrument","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","E","46","R","1","90.0","972.900","972.900","3.076","0.164","0.053","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","100.0","973.000","973.000","2.643","0.158","0.060","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","110.0","973.100","973.100","2.070","0.152","0.074","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","120.0","973.200","973.200","2.499","0.138","0.055","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","130.0","973.300","973.300","2.532","0.138","0.055","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","140.0","973.400","973.400","2.146","0.174","0.081","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","150.0","973.500","973.500","1.902","0.319","0.168","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","2","0.0","973.500","973.500","2.393","0.335","0.140","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","10.0","973.600","973.600","1.662","0.167","0.101","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","20.0","973.700","973.700","1.832","0.133","0.073","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","30.0","973.800","973.800","2.126","0.137","0.064","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","40.0","973.900","973.900","1.678","0.151","0.090","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","50.0","974.000","974.000","1.237","0.146","0.118","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","60.0","974.100","974.100","1.374","0.147","0.107","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","70.0","974.200","974.200","2.001","0.154","0.077","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","80.0","974.300","974.300","2.166","0.155","0.072","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","90.0","974.400","974.400","1.772","0.151","0.085","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","100.0","974.500","974.500","2.273","0.154","0.068","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","110.0","974.600","974.600","2.630","0.158","0.060","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","120.0","974.700","974.700","2.819","0.142","0.050","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","130.0","974.800","974.800","2.729","0.141","0.052","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","140.0","974.900","974.900","2.139","0.174","0.081","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","2","150.0","975.000","975.000","1.917","0.320","0.167","2014-02-13 06:20:09","NGR System","SECT5422641","57561261","","",""
"349","U1431","E","46","R","3","0.0","975.000","975.000","1.230","0.300","0.244","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","10.0","975.100","975.100","1.700","0.168","0.099","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","20.0","975.200","975.200","1.832","0.133","0.073","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","30.0","975.300","975.300","2.166","0.138","0.063","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","40.0","975.400","975.400","3.141","0.166","0.053","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","50.0","975.500","975.500","2.767","0.162","0.059","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","60.0","975.600","975.600","2.278","0.156","0.069","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","70.0","975.700","975.700","2.158","0.155","0.072","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","80.0","975.800","975.800","2.376","0.157","0.066","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","90.0","975.900","975.900","2.782","0.161","0.058","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","100.0","976.000","976.000","2.793","0.160","0.057","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","110.0","976.100","976.100","2.880","0.161","0.056","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","120.0","976.200","976.200","3.476","0.149","0.043","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","130.0","976.300","976.300","2.760","0.145","0.052","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","46","R","3","140.0","976.400","976.400","2.702","0.184","0.068","2014-02-13 06:38:45","NGR System","SECT5422671","57561321","","",""
"349","U1431","E","47","R","1","0.0","981.700","981.700","4.747","0.429","0.090","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","10.0","981.800","981.800","4.109","0.203","0.050","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","20.0","981.900","981.900","4.296","0.161","0.038","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","30.0","982.000","982.000","5.606","0.174","0.031","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","40.0","982.100","982.100","4.141","0.176","0.042","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","50.0","982.200","982.200","2.144","0.156","0.073","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","60.0","982.300","982.300","2.348","0.157","0.067","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","70.0","982.400","982.400","2.181","0.155","0.071","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","80.0","982.500","982.500","2.412","0.158","0.065","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","90.0","982.600","982.600","2.379","0.157","0.066","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","100.0","982.700","982.700","2.253","0.154","0.068","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","110.0","982.800","982.800","1.666","0.148","0.089","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","120.0","982.900","982.900","1.979","0.132","0.066","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","130.0","983.000","983.000","2.036","0.132","0.065","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","140.0","983.100","983.100","2.006","0.172","0.086","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","1","150.0","983.200","983.200","2.135","0.327","0.153","2014-02-13 12:57:31","NGR System","SECT5424951","57571261","","",""
"349","U1431","E","47","R","2","0.0","983.200","983.200","2.276","0.331","0.145","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","10.0","983.300","983.300","2.133","0.174","0.081","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","20.0","983.400","983.400","1.649","0.131","0.079","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","30.0","983.500","983.500","1.806","0.133","0.074","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","40.0","983.600","983.600","2.021","0.154","0.076","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","50.0","983.700","983.700","2.547","0.160","0.063","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","60.0","983.800","983.800","2.544","0.159","0.063","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","70.0","983.900","983.900","2.071","0.154","0.074","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","80.0","984.000","984.000","3.229","0.166","0.051","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","90.0","984.100","984.100","3.239","0.166","0.051","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","100.0","984.200","984.200","3.526","0.167","0.047","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","110.0","984.300","984.300","4.362","0.183","0.042","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","2","120.0","984.400","984.400","4.149","0.195","0.047","2014-02-13 13:59:54","NGR System","SECT5424981","57572761","","",""
"349","U1431","E","47","R","3","0.0","984.470","984.470","3.970","0.395","0.100","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","10.0","984.570","984.570","4.056","0.203","0.050","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","20.0","984.670","984.670","5.206","0.170","0.033","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","30.0","984.770","984.770","4.423","0.163","0.037","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","40.0","984.870","984.870","2.767","0.162","0.059","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","50.0","984.970","984.970","2.444","0.159","0.065","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","60.0","985.070","985.070","2.314","0.157","0.068","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","70.0","985.170","985.170","2.434","0.158","0.065","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","80.0","985.270","985.270","2.092","0.154","0.074","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","90.0","985.370","985.370","1.962","0.153","0.078","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","100.0","985.470","985.470","1.910","0.151","0.079","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","110.0","985.570","985.570","2.196","0.158","0.072","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","3","120.0","985.670","985.670","2.925","0.181","0.062","2014-02-13 14:17:19","NGR System","SECT5425011","57572951","","",""
"349","U1431","E","47","R","4","0.0","985.720","985.720","3.948","0.394","0.100","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","10.0","985.820","985.820","2.441","0.178","0.073","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","20.0","985.920","985.920","1.702","0.132","0.077","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","30.0","986.020","986.020","1.829","0.133","0.073","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","40.0","986.120","986.120","1.781","0.152","0.085","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","50.0","986.220","986.220","2.284","0.157","0.069","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","60.0","986.320","986.320","1.968","0.153","0.078","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","70.0","986.420","986.420","1.824","0.152","0.083","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","80.0","986.520","986.520","2.009","0.153","0.076","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","90.0","986.620","986.620","2.092","0.154","0.074","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","100.0","986.720","986.720","2.116","0.153","0.072","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","110.0","986.820","986.820","2.323","0.155","0.067","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","120.0","986.920","986.920","1.989","0.132","0.066","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","130.0","987.020","987.020","1.438","0.130","0.091","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","4","140.0","987.120","987.120","2.197","0.235","0.107","2014-02-13 14:29:23","NGR System","SECT5425041","57573181","","",""
"349","U1431","E","47","R","5","0.0","987.150","987.150","2.981","0.356","0.119","2014-02-13 15:08:49","NGR System","SECT5425071","57578621","","",""
"349","U1431","E","47","R","5","10.0","987.250","987.250","2.627","0.181","0.069","2014-02-13 15:08:49","NGR System","SECT5425071","57578621","","",""
"349","U1431","E","47","R","5","20.0","987.350","987.350","1.452","0.129","0.089","2014-02-13 15:08:49","NGR System","SECT5425071","57578621","","",""
"349","U1431","E","47","R","5","30.0","987.450","987.450","1.442","0.128","0.089","2014-02-13 15:08:49","NGR System","SECT5425071","57578621","","",""
"349","U1431","E","47","R","5","40.0","987.550","987.550","1.607","0.150","0.093","2014-02-13 15:08:49","NGR System","SECT5425071","57578621","","",""
"349","U1431","E","47","R","5","50.0","987.650","987.650","1.137","0.149","0.131","2014-02-13 15:08:49","NGR System","SECT5425071","57578621","","",""
"349","U1431","E","47","R","5","60.0","987.750","987.750","1.184","0.211","0.178","2014-02-13 15:08:49","NGR System","SECT5425071","57578621","","",""
"349","U1431","E","49","R","1","0.0","991.400","991.400","2.124","0.326","0.153","2014-02-14 02:46:10","NGR System","SECT5427931","57616901","","",""
"349","U1431","E","49","R","1","10.0","991.500","991.500","2.342","0.177","0.076","2014-02-14 02:46:10","NGR System","SECT5427931","57616901","","",""
