"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Bulk density (GRA)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","D","14","H","4","","100.6","122.706","122.693","1.951","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","103.1","122.731","122.718","1.894","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","105.6","122.756","122.743","1.955","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","108.1","122.781","122.768","1.973","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","110.6","122.806","122.793","1.986","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","113.1","122.831","122.818","1.973","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","115.6","122.856","122.843","1.997","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","118.1","122.881","122.868","1.983","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","120.6","122.906","122.892","2.018","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","123.1","122.931","122.917","2.037","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","125.6","122.956","122.942","1.923","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","128.1","122.981","122.967","1.947","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","130.6","123.006","122.992","1.933","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","133.1","123.031","123.017","1.941","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","135.6","123.056","123.042","1.942","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","138.1","123.081","123.067","1.952","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","140.6","123.106","123.092","1.968","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","143.1","123.131","123.117","1.961","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","145.6","123.156","123.142","2.034","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","4","","148.1","123.181","123.167","1.972","2014-02-02 13:17:23","GRA1","WRMSL","SECT5318011","55558101","SPLIT LINER","",""
"349","U1431","D","14","H","5","","1.9","123.219","123.205","1.727","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","4.4","123.244","123.230","1.897","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","6.9","123.269","123.255","1.74","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","9.4","123.294","123.280","1.73","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","11.9","123.319","123.304","1.79","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","14.4","123.344","123.329","1.879","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","16.9","123.369","123.354","1.953","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","19.4","123.394","123.379","1.93","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","21.9","123.419","123.404","1.964","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","24.4","123.444","123.429","1.965","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","26.9","123.469","123.454","2.001","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","29.4","123.494","123.479","0.301","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","31.9","123.519","123.504","-0.033","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","34.4","123.544","123.529","0.008","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","36.9","123.569","123.554","-0.166","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","39.4","123.594","123.579","-0.164","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","41.9","123.619","123.604","-0.179","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","44.4","123.644","123.629","-0.171","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","46.9","123.669","123.654","1.309","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","49.4","123.694","123.678","1.937","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","51.9","123.719","123.703","1.964","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","54.4","123.744","123.728","1.997","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","56.9","123.769","123.753","1.999","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","59.4","123.794","123.778","2.043","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","61.9","123.819","123.803","1.918","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","64.4","123.844","123.828","1.932","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","66.9","123.869","123.853","1.969","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","69.4","123.894","123.878","1.941","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","71.9","123.919","123.903","1.959","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","74.4","123.944","123.928","1.958","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","76.9","123.969","123.953","1.957","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","79.4","123.994","123.978","1.991","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","81.9","124.019","124.003","1.97","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","84.4","124.044","124.028","1.957","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","86.9","124.069","124.052","1.968","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","89.4","124.094","124.077","1.947","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","91.9","124.119","124.102","1.972","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","94.4","124.144","124.127","1.972","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","96.9","124.169","124.152","1.994","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","99.4","124.194","124.177","1.965","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","101.9","124.219","124.202","2.001","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","104.4","124.244","124.227","1.982","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","106.9","124.269","124.252","1.985","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","109.4","124.294","124.277","1.989","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","111.9","124.319","124.302","1.991","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","114.4","124.344","124.327","1.999","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","116.9","124.369","124.352","2.03","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","119.4","124.394","124.377","2.008","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","121.9","124.419","124.402","1.997","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","124.4","124.444","124.426","1.996","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","126.9","124.469","124.451","1.999","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","129.4","124.494","124.476","1.996","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","131.9","124.519","124.501","1.988","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","134.4","124.544","124.526","2.035","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","136.9","124.569","124.551","2.049","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","139.4","124.594","124.576","2.03","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","141.9","124.619","124.601","2.045","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","144.4","124.644","124.626","2.041","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","146.9","124.669","124.651","2.054","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","5","","149.4","124.694","124.676","1.31","2014-02-02 13:28:58","GRA1","WRMSL","SECT5318041","55563321","SPLIT LINER","",""
"349","U1431","D","14","H","6","","2.4","124.724","124.706","2.046","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","4.9","124.749","124.730","2.093","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","7.4","124.774","124.755","2.101","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","9.9","124.799","124.780","2.155","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","12.4","124.824","124.805","2.132","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","14.9","124.849","124.830","1.87","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","17.4","124.874","124.855","1.872","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","19.9","124.899","124.880","1.881","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","22.4","124.924","124.905","1.863","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","24.9","124.949","124.930","1.867","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","27.4","124.974","124.955","1.869","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","29.9","124.999","124.980","1.848","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","32.4","125.024","125.005","1.872","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","34.9","125.049","125.030","1.908","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","37.4","125.074","125.055","1.963","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","39.9","125.099","125.079","2.021","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","42.4","125.124","125.104","2.022","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","44.8","125.148","125.129","2.008","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","47.3","125.173","125.154","2.032","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","49.8","125.198","125.179","1.991","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","52.3","125.223","125.204","2.016","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","54.8","125.248","125.229","2.019","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","57.3","125.273","125.254","2.032","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","59.8","125.298","125.279","1.984","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","62.3","125.323","125.304","2.03","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","64.8","125.348","125.328","1.982","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","14","H","6","","67.3","125.373","125.353","0.312","2014-02-02 13:37:26","GRA1","WRMSL","SECT5318071","55563401","SPLIT LINER","",""
"349","U1431","D","15","H","1","","0.0","125.500","125.500","-0.009","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","2.5","125.525","125.524","0.468","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","5.0","125.550","125.549","1.848","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","7.5","125.575","125.573","1.901","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","10.0","125.600","125.597","1.888","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","12.5","125.625","125.622","1.938","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","15.0","125.650","125.646","1.776","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","17.5","125.675","125.670","1.77","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","20.0","125.700","125.695","1.816","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","22.5","125.725","125.719","1.843","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","25.0","125.750","125.743","1.864","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","27.5","125.775","125.768","1.888","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","30.0","125.800","125.792","1.916","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","32.5","125.825","125.816","1.846","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","35.0","125.850","125.841","1.851","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","37.5","125.875","125.865","1.876","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","40.0","125.900","125.889","1.888","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","42.5","125.925","125.914","1.88","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","45.0","125.950","125.938","1.874","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","47.5","125.975","125.962","1.888","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","50.0","126.000","125.987","1.887","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","52.5","126.025","126.011","1.889","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","55.0","126.050","126.035","1.914","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","57.5","126.075","126.060","1.923","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","60.0","126.100","126.084","2.023","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","62.5","126.125","126.108","2.011","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","65.0","126.150","126.133","1.86","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","67.5","126.175","126.157","1.898","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","70.0","126.200","126.181","1.906","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","72.5","126.225","126.206","1.956","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","75.0","126.250","126.230","1.793","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","77.5","126.275","126.254","1.789","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","80.0","126.300","126.279","1.834","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","82.5","126.325","126.303","1.812","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","85.0","126.350","126.327","1.723","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","87.5","126.375","126.352","1.745","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","90.0","126.400","126.376","1.737","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","92.5","126.425","126.400","1.781","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","95.0","126.450","126.425","1.882","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","97.5","126.475","126.449","1.936","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","100.0","126.500","126.473","1.973","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","102.5","126.525","126.498","1.839","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","105.0","126.550","126.522","1.825","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","107.5","126.575","126.546","1.839","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","110.0","126.600","126.571","1.839","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","112.5","126.625","126.595","1.851","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","115.0","126.650","126.619","1.884","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","117.5","126.675","126.644","1.895","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","120.0","126.700","126.668","1.88","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","122.5","126.725","126.692","1.924","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","125.0","126.750","126.717","1.928","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","127.5","126.775","126.741","1.953","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","130.0","126.800","126.765","2.013","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","132.5","126.825","126.790","1.975","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","135.0","126.850","126.814","1.847","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","137.5","126.875","126.838","1.895","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","140.0","126.900","126.863","1.907","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","142.5","126.925","126.887","1.894","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","145.0","126.950","126.911","1.9","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","147.5","126.975","126.936","1.933","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","1","","150.0","127.000","126.960","0.585","2014-02-02 13:59:26","GRA1","WRMSL","SECT5318611","55569291","","",""
"349","U1431","D","15","H","2","","1.9","127.019","126.979","1.957","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","4.4","127.044","127.003","1.968","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","6.9","127.069","127.028","1.973","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","9.4","127.094","127.052","1.985","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","11.9","127.119","127.076","1.963","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","14.4","127.144","127.101","1.953","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","16.9","127.169","127.125","1.956","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","19.4","127.194","127.149","1.96","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","21.9","127.219","127.174","1.983","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","24.4","127.244","127.198","2.044","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","26.9","127.269","127.222","1.995","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","29.4","127.294","127.247","1.873","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","31.9","127.319","127.271","1.91","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","34.4","127.344","127.295","1.931","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
"349","U1431","D","15","H","2","","36.9","127.369","127.320","1.94","2014-02-02 14:10:39","GRA1","WRMSL","SECT5318641","55579881","","",""
